planet_name,host_star_name,_habitability_prob,_predicted_habitable,_habitability_rank,habitable_binary
Kepler-395 c,Kepler-395,0.9999927,1,1,1
TOI-2095 c,TOI-2095,0.9999926,1,2,1
Kepler-1649 c,Kepler-1649,0.9999863,1,3,1
Kepler-437 b,Kepler-437,0.9999789,1,4,1
K2-3 d,K2-3,0.9999685,1,5,1
TOI-700 e,TOI-700,0.9999578,1,6,1
Kepler-296 e,Kepler-296,0.999954,1,7,1
K2-9 b,K2-9,0.9999492,1,8,1
Kepler-186 e,Kepler-186,0.9999411,1,9,1
LP 890-9 c,LP 890-9,0.999936,1,10,1
TOI-700 d,TOI-700,0.9999268,1,11,1
Kepler-1410 b,Kepler-1410,0.99991965,1,12,1
Kepler-1652 b,Kepler-1652,0.9999002,1,13,1
Kepler-1450 b,Kepler-1450,0.9998548,1,14,1
Kepler-438 b,Kepler-438,0.9998447,1,15,1
Kepler-442 b,Kepler-442,0.9997894,1,16,1
Gliese 12 b,Gliese 12,0.99973875,1,17,1
Kepler-1126 c,Kepler-1126,0.9996244,1,18,1
TRAPPIST-1 e,TRAPPIST-1,0.9995357,1,19,1
Kepler-54 d,Kepler-54,0.9994141,1,20,1
TRAPPIST-1 d,TRAPPIST-1,0.9994004,1,21,1
Kepler-440 b,Kepler-440,0.99838614,1,22,1
Kepler-452 b,Kepler-452,0.99832326,1,23,1
Kepler-1582 b,Kepler-1582,0.9983107,1,24,1
TRAPPIST-1 f,TRAPPIST-1,0.9956086,1,25,1
Kepler-62 f,Kepler-62,0.98923,1,26,1
LHS 1140 b,LHS 1140,0.9482542,1,27,1
Kepler-249 d,Kepler-249,0.5044611,1,28,0
TOI-2285 b,TOI-2285,0.21578619,0,29,0
Kepler-62 e,Kepler-62,0.14917262,0,31,0
Kepler-1638 b,Kepler-1638,0.14917262,0,30,0
Kepler-69 c,Kepler-69,0.14917262,0,32,0
TRAPPIST-1 g,TRAPPIST-1,0.11849007,0,33,0
Kepler-296 d,Kepler-296,0.11453185,0,34,0
Kepler-186 f,Kepler-186,0.09012107,0,35,0
L 98-59 f,L 98-59,0.059302494,0,36,0
Kepler-296 f,Kepler-296,0.045769703,0,37,0
K2-133 e,K2-133,0.044101033,0,38,0
Kepler-235 e,Kepler-235,0.025001327,0,39,0
Kepler-1552 b,Kepler-1552,0.021021232,0,40,0
Kepler-445 d,Kepler-445,0.016676093,0,41,0
Kepler-1593 b,Kepler-1593,0.016504088,0,42,0
Kepler-174 d,Kepler-174,0.016504088,0,43,0
Kepler-205 c,Kepler-205,0.014453761,0,44,0
Kepler-367 c,Kepler-367,0.011930779,0,45,0
Kepler-1632 b,Kepler-1632,0.010784842,0,46,0
Kepler-439 b,Kepler-439,0.0072181276,0,48,0
Kepler-1996 c,Kepler-1996,0.0072181276,0,47,0
Kepler-333 c,Kepler-333,0.005607845,0,49,0
LTT 1445 A b,LTT 1445 A,0.0053264676,0,50,0
Kepler-49 e,Kepler-49,0.0048778635,0,51,0
Kepler-220 e,Kepler-220,0.0044365716,0,52,0
Kepler-1020 b,Kepler-1020,0.0040870663,0,53,0
Teegarden's Star d,Teegarden's Star,0.0030844384,0,55,0
GJ 1002 c,GJ 1002,0.0030844384,0,54,0
Kepler-712 c,Kepler-712,0.0025879927,0,60,0
Kepler-991 b,Kepler-991,0.0025879927,0,61,0
HD 40307 g,HD 40307,0.0025879927,0,56,0
Kepler-1840 b,Kepler-1840,0.0025879927,0,59,0
Kepler-1143 c,Kepler-1143,0.0025879927,0,58,0
Kepler-1058 b,Kepler-1058,0.0025879927,0,57,0
Kepler-1503 b,Kepler-1503,0.0025794758,0,62,0
K2-415 b,K2-415,0.0022119526,0,63,0
LP 791-18 d,LP 791-18,0.002013259,0,64,0
K2-288 B b,K2-288 B,0.0019304923,0,66,0
HN Lib b,HN Lib,0.0019304923,0,65,0
Kepler-315 c,Kepler-315,0.0017273697,0,70,0
Kepler-1690 b,Kepler-1690,0.0017273697,0,68,0
Kepler-1746 b,Kepler-1746,0.0017273697,0,69,0
Kepler-1097 b,Kepler-1097,0.0017273697,0,67,0
Kepler-867 b,Kepler-867,0.0017273697,0,72,0
Kepler-397 c,Kepler-397,0.0017273697,0,71,0
Kepler-1418 b,Kepler-1418,0.001658898,0,73,0
TRAPPIST-1 h,TRAPPIST-1,0.0016495129,0,74,0
Kepler-174 c,Kepler-174,0.0016489696,0,75,0
TOI-2095 b,TOI-2095,0.0013760842,0,76,0
Kepler-1397 b,Kepler-1397,0.0013140385,0,77,0
Kepler-1478 b,Kepler-1478,0.001248201,0,78,0
TOI-5728 b,TOI-5728,0.001128488,0,81,0
TOI-5716 b,TOI-5716,0.001128488,0,80,0
TRAPPIST-1 c,TRAPPIST-1,0.001128488,0,83,0
Kepler-1646 b,Kepler-1646,0.001128488,0,79,0
TOI-6716 b,TOI-6716,0.001128488,0,82,0
Kepler-331 d,Kepler-331,0.0011223423,0,84,0
Teegarden's Star b,Teegarden's Star,0.0010148784,0,85,0
Kepler-368 c,Kepler-368,0.0010119467,0,86,0
KIC 5437945 b,KIC 5437945,0.0009757348,0,87,0
Kepler-1750 b,Kepler-1750,0.0009757348,0,88,0
TOI-715 b,TOI-715,0.00092287763,0,89,0
Kepler-1260 b,Kepler-1260,0.00091597455,0,90,0
Kepler-369 c,Kepler-369,0.0008797466,0,91,0
Kepler-1178 b,Kepler-1178,0.0008406282,0,92,0
Kepler-445 b,Kepler-445,0.0007891983,0,93,0
TRAPPIST-1 b,TRAPPIST-1,0.0007891983,0,94,0
TOI-2257 b,TOI-2257,0.0007558593,0,96,0
TOI-1227 b,TOI-1227,0.0007558593,0,95,0
L 98-59 c,L 98-59,0.0007311128,0,97,0
Kepler-1348 b,Kepler-1348,0.00065838115,0,98,0
K2-18 b,K2-18,0.0006339212,0,99,0
Kepler-267 d,Kepler-267,0.00062358327,0,100,0
TOI-198 b,TOI-198,0.0006094008,0,101,0
TOI-1266 d,TOI-1266,0.0005822284,0,102,0
GJ 667 C f,GJ 667 C,0.0005805674,0,103,0
Kepler-159 c,Kepler-159,0.0005794579,0,104,0
Kepler-1635 b,Kepler-1635,0.0005314114,0,105,0
GJ 536 c,GJ 536,0.00052985083,0,106,0
TOI-6478 b,TOI-6478,0.00051415566,0,107,0
Teegarden's Star c,Teegarden's Star,0.00050846516,0,109,0
GJ 1002 b,GJ 1002,0.00050846516,0,108,0
Kepler-737 b,Kepler-737,0.00048409798,0,110,0
Kepler-399 c,Kepler-399,0.00045329245,0,111,0
Kepler-1218 b,Kepler-1218,0.00044935572,0,112,0
Kepler-1952 b,Kepler-1952,0.00044694185,0,113,0
Kepler-1106 b,Kepler-1106,0.00042651876,0,116,0
Kepler-381 b,Kepler-381,0.00042651876,0,119,0
Kepler-1880 b,Kepler-1880,0.00042651876,0,118,0
Kepler-898 b,Kepler-898,0.00042651876,0,120,0
K2-349 b,K2-349,0.00042651876,0,114,0
K2-391 b,K2-391,0.00042651876,0,115,0
Kepler-1220 b,Kepler-1220,0.00042651876,0,117,0
GJ 357 d,GJ 357,0.00041720617,0,121,0
Kepler-615 b,Kepler-615,0.00039805085,0,123,0
Kepler-1048 b,Kepler-1048,0.00039805085,0,122,0
Kepler-886 b,Kepler-886,0.00039805085,0,124,0
Kepler-138 e,Kepler-138,0.00039425283,0,125,0
Kepler-993 b,Kepler-993,0.00039197135,0,126,0
Kepler-383 c,Kepler-383,0.00038200046,0,127,0
Kepler-81 d,Kepler-81,0.00037676125,0,128,0
KIC 9663113 b,KIC 9663113,0.00036951317,0,129,0
Kepler-309 c,Kepler-309,0.00036951317,0,130,0
Kepler-155 c,Kepler-155,0.00035187425,0,131,0
Kepler-26 e,Kepler-26,0.00035187425,0,132,0
Kepler-1923 b,Kepler-1923,0.0003403987,0,133,0
Kepler-1464 b,Kepler-1464,0.00033947537,0,134,0
Kepler-1466 b,Kepler-1466,0.00030590693,0,135,0
TOI-5388.01,TOI-5388,0.00030467167,0,136,0
EPIC 248847494 b,EPIC 248847494,0.0003036909,0,137,0
Kepler-1536 b,Kepler-1536,0.0003036909,0,138,0
K2-244 b,K2-244,0.00030226624,0,141,0
Kepler-765 b,Kepler-765,0.00030226624,0,160,0
TOI-1203.01,TOI-1203,0.00030226624,0,161,0
Kepler-726 b,Kepler-726,0.00030226624,0,158,0
Kepler-282 d,Kepler-282,0.00030226624,0,149,0
Kepler-1045 b,Kepler-1045,0.00030226624,0,143,0
Kepler-336 d,Kepler-336,0.00030226624,0,150,0
HD 6434 b,HD 6434,0.00030226624,0,139,0
Kepler-689 b,Kepler-689,0.00030226624,0,157,0
Kepler-397 b,Kepler-397,0.00030226624,0,153,0
K2-241 b,K2-241,0.00030226624,0,140,0
Kepler-350 d,Kepler-350,0.00030226624,0,151,0
Kepler-738 b,Kepler-738,0.00030226624,0,159,0
Kepler-1093 b,Kepler-1093,0.00030226624,0,145,0
TOI-1443 b,TOI-1443,0.00030226624,0,162,0
Kepler-521 b,Kepler-521,0.00030226624,0,154,0
Kepler-112 c,Kepler-112,0.00030226624,0,146,0
Kepler-633 c,Kepler-633,0.00030226624,0,156,0
Kepler-104 c,Kepler-104,0.00030226624,0,142,0
TOI-561 d,TOI-561,0.00030226624,0,163,0
Kepler-1129 b,Kepler-1129,0.00030226624,0,147,0
Kepler-573 b,Kepler-573,0.00030226624,0,155,0
Kepler-1056 b,Kepler-1056,0.00030226624,0,144,0
Kepler-39 b,Kepler-39,0.00030226624,0,152,0
Kepler-1644 b,Kepler-1644,0.00030226624,0,148,0
Kepler-395 b,Kepler-395,0.00030052697,0,164,0
K2-73 c,K2-73,0.00028180156,0,165,0
TOI-4504 c,TOI-4504,0.00028180156,0,166,0
GJ 251 c,GJ 251,0.00027881883,0,167,0
Kepler-1535 b,Kepler-1535,0.00027621293,0,168,0
Kepler-1279 b,Kepler-1279,0.0002727778,0,169,0
Kepler-1651 b,Kepler-1651,0.00026704633,0,170,0
GJ 667 C e,GJ 667 C,0.00025534508,0,171,0
Kepler-1678 b,Kepler-1678,0.00025497164,0,172,0
HD 20794 b,HD 20794,0.00024660735,0,173,0
K2-16 c,K2-16,0.00024660735,0,174,0
K2-46 b,K2-46,0.00024660735,0,175,0
Kepler-1630 b,Kepler-1630,0.0002464482,0,177,0
Kepler-441 b,Kepler-441,0.0002464482,0,178,0
HD 191939 f,HD 191939,0.0002464482,0,176,0
Kepler-1649 b,Kepler-1649,0.00024308472,0,179,0
Kepler-167 d,Kepler-167,0.00024117577,0,180,0
Kepler-1619 b,Kepler-1619,0.00022634931,0,181,0
Kepler-37 c,Kepler-37,0.00022634931,0,183,0
Kepler-384 b,Kepler-384,0.00022634931,0,184,0
Kepler-197 e,Kepler-197,0.00022634931,0,182,0
GJ 1289 b,GJ 1289,0.00022522129,0,185,0
Kepler-1088 b,Kepler-1088,0.00022507572,0,186,0
Kepler-1653 b,Kepler-1653,0.00022436696,0,187,0
Kepler-184 c,Kepler-184,0.00022175758,0,195,0
Kepler-1785 b,Kepler-1785,0.00022175758,0,194,0
Kepler-24 e,Kepler-24,0.00022175758,0,197,0
Kepler-770 b,Kepler-770,0.00022175758,0,198,0
HD 40307 d,HD 40307,0.00022175758,0,190,0
HD 108236 e,HD 108236,0.00022175758,0,188,0
Kepler-1299 b,Kepler-1299,0.00022175758,0,191,0
Kepler-1986 b,Kepler-1986,0.00022175758,0,196,0
HD 167768 b,HD 167768,0.00022175758,0,189,0
Kepler-154 d,Kepler-154,0.00022175758,0,192,0
Kepler-1641 b,Kepler-1641,0.00022175758,0,193,0
Kepler-283 c,Kepler-283,0.00022128111,0,199,0
TOI-7166 b,TOI-7166,0.00021841755,0,201,0
K2-332 b,K2-332,0.00021841755,0,200,0
TOI-771 b,TOI-771,0.00021796569,0,202,0
TOI-244 b,TOI-244,0.00021785889,0,203,0
Kepler-1440 b,Kepler-1440,0.00021175711,0,204,0
Kepler-224 e,Kepler-224,0.00020680681,0,205,0
Ross 128 b,Ross 128,0.00020628494,0,207,0
GJ 1132 c,GJ 1132,0.00020628494,0,206,0
Kepler-1050 c,Kepler-1050,0.00020144046,0,208,0
Kepler-1874 b,Kepler-1874,0.00020124714,0,209,0
Kepler-1455 b,Kepler-1455,0.00019864412,0,211,0
Kepler-1388 e,Kepler-1388,0.00019864412,0,210,0
Kepler-1277 b,Kepler-1277,0.00019655899,0,212,0
Kepler-968 c,Kepler-968,0.00019608128,0,216,0
TOI-561 b,TOI-561,0.00019608128,0,217,0
Kepler-336 c,Kepler-336,0.00019608128,0,215,0
Kepler-1947 b,Kepler-1947,0.00019608128,0,213,0
Kepler-295 b,Kepler-295,0.00019608128,0,214,0
TOI-904 c,TOI-904,0.00019593365,0,218,0
WASP-47 c,WASP-47,0.00019593365,0,219,0
Kepler-368 b,Kepler-368,0.0001956704,0,220,0
K2-72 e,K2-72,0.00019070804,0,221,0
KIC 3558849 b,KIC 3558849,0.00018761576,0,222,0
TOI-1203 e,TOI-1203,0.00018761576,0,223,0
GJ 3323 c,GJ 3323,0.00018544504,0,224,0
Kepler-22 b,Kepler-22,0.00018439752,0,225,0
TOI-6002 b,TOI-6002,0.00018284508,0,226,0
Kepler-1391 b,Kepler-1391,0.00018114429,0,227,0
Kepler-320 c,Kepler-320,0.00017632198,0,228,0
GJ 514 b,GJ 514,0.00017228926,0,229,0
Kepler-1540 b,Kepler-1540,0.00017135066,0,233,0
Kepler-1661 b,Kepler-1661,0.00017135066,0,234,0
Kepler-1341 b,Kepler-1341,0.00017135066,0,231,0
Kepler-1362 b,Kepler-1362,0.00017135066,0,232,0
Kepler-1318 b,Kepler-1318,0.00017135066,0,230,0
TOI-712 d,TOI-712,0.00017110528,0,235,0
TOI-4336 A b,TOI-4336 A,0.00016913137,0,237,0
Proxima Cen d,Proxima Cen,0.00016913137,0,236,0
Kepler-1853 b,Kepler-1853,0.00016799198,0,238,0
Wolf 1069 b,Wolf 1069,0.00016680699,0,240,0
Proxima Cen b,Proxima Cen,0.00016680699,0,239,0
HIP 41378 f,HIP 41378,0.00016279476,0,241,0
GJ 486 b,GJ 486,0.00016250367,0,242,0
Kepler-1471 c,Kepler-1471,0.0001586093,0,244,0
Kepler-1228 b,Kepler-1228,0.0001586093,0,243,0
Kepler-1654 b,Kepler-1654,0.00015593016,0,245,0
Kepler-483 b,Kepler-483,0.0001558279,0,253,0
Kepler-184 d,Kepler-184,0.0001558279,0,250,0
Kepler-230 b,Kepler-230,0.0001558279,0,252,0
Kepler-215 d,Kepler-215,0.0001558279,0,251,0
24 Boo b,24 Boo,0.0001558279,0,246,0
Kepler-1236 b,Kepler-1236,0.0001558279,0,248,0
Kepler-1484 b,Kepler-1484,0.0001558279,0,249,0
Kepler-1051 b,Kepler-1051,0.0001558279,0,247,0
Kepler-1620 b,Kepler-1620,0.000153175,0,254,0
Kepler-1606 b,Kepler-1606,0.00014963708,0,257,0
Kepler-1090 b,Kepler-1090,0.00014963708,0,256,0
HD 191939 g,HD 191939,0.00014963708,0,255,0
Kepler-1701 b,Kepler-1701,0.00014963708,0,258,0
Kepler-725 c,Kepler-725,0.00014757889,0,259,0
WD 1856+534 b,WD 1856+534,0.00014731471,0,260,0
Kepler-852 b,Kepler-852,0.00014628768,0,263,0
HD 40307 f,HD 40307,0.00014628768,0,261,0
Kepler-282 e,Kepler-282,0.00014628768,0,262,0
Kepler-973 b,Kepler-973,0.00014628768,0,264,0
GJ 667 C g,GJ 667 C,0.00014282204,0,265,0
GJ 832 b,GJ 832,0.00014282204,0,266,0
Kepler-61 b,Kepler-61,0.00013518483,0,267,0
Kepler-943 b,Kepler-943,0.000134663,0,271,0
Kepler-926 b,Kepler-926,0.000134663,0,270,0
Kepler-401 c,Kepler-401,0.000134663,0,269,0
Kepler-104 d,Kepler-104,0.000134663,0,268,0
Kepler-1142 b,Kepler-1142,0.00013387077,0,272,0
Kepler-1641 c,Kepler-1641,0.0001329211,0,280,0
Kepler-1875 b,Kepler-1875,0.0001329211,0,284,0
TOI-1751 b,TOI-1751,0.0001329211,0,295,0
Kepler-1025 b,Kepler-1025,0.0001329211,0,276,0
Kepler-295 d,Kepler-295,0.0001329211,0,287,0
HD 39194 d,HD 39194,0.0001329211,0,273,0
Kepler-530 b,Kepler-530,0.0001329211,0,291,0
Kepler-1776 b,Kepler-1776,0.0001329211,0,282,0
K2-13 b,K2-13,0.0001329211,0,274,0
Kepler-627 b,Kepler-627,0.0001329211,0,292,0
K2-155 d,K2-155,0.0001329211,0,275,0
Kepler-154 b,Kepler-154,0.0001329211,0,279,0
Kepler-279 c,Kepler-279,0.0001329211,0,286,0
rho CrB b,rho CrB,0.0001329211,0,296,0
Kepler-906 b,Kepler-906,0.0001329211,0,294,0
Kepler-874 b,Kepler-874,0.0001329211,0,293,0
Kepler-1487 c,Kepler-1487,0.0001329211,0,278,0
Kepler-1817 b,Kepler-1817,0.0001329211,0,283,0
Kepler-512 b,Kepler-512,0.0001329211,0,290,0
Kepler-121 c,Kepler-121,0.0001329211,0,277,0
Kepler-1980 b,Kepler-1980,0.0001329211,0,285,0
Kepler-37 d,Kepler-37,0.0001329211,0,289,0
Kepler-362 c,Kepler-362,0.0001329211,0,288,0
Kepler-1723 b,Kepler-1723,0.0001329211,0,281,0
Kepler-1456 b,Kepler-1456,0.00013200987,0,297,0
Kepler-311 c,Kepler-311,0.00013136219,0,298,0
TOI-4633 c,TOI-4633,0.00013067282,0,299,0
LP 791-18 c,LP 791-18,0.00012707175,0,300,0
HD 260655 c,HD 260655,0.00012706679,0,301,0
TOI-5788 b,TOI-5788,0.00012706679,0,314,0
Kepler-529 b,Kepler-529,0.00012706679,0,311,0
Kepler-194 b,Kepler-194,0.00012706679,0,306,0
Kepler-273 b,Kepler-273,0.00012706679,0,309,0
Kepler-646 b,Kepler-646,0.00012706679,0,312,0
Kepler-1857 b,Kepler-1857,0.00012706679,0,305,0
Kepler-1322 b,Kepler-1322,0.00012706679,0,304,0
TOI-1203 b,TOI-1203,0.00012706679,0,313,0
Kepler-1032 b,Kepler-1032,0.00012706679,0,302,0
Kepler-215 c,Kepler-215,0.00012706679,0,307,0
Kepler-350 b,Kepler-350,0.00012706679,0,310,0
Kepler-221 b,Kepler-221,0.00012706679,0,308,0
Kepler-1246 b,Kepler-1246,0.00012706679,0,303,0
Kepler-124 d,Kepler-124,0.00012433,0,315,0
TOI-2537 c,TOI-2537,0.00012342435,0,330,0
GJ 414 A c,GJ 414 A,0.00012342435,0,317,0
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,0.00012342435,0,328,0
HATS-59 c,HATS-59,0.00012342435,0,318,0
HD 164922 b,HD 164922,0.00012342435,0,321,0
WASP-132 d,WASP-132,0.00012342435,0,334,0
Kepler-167 e,Kepler-167,0.00012342435,0,327,0
HD 95544 b,HD 95544,0.00012342435,0,325,0
HD 190360 b,HD 190360,0.00012342435,0,322,0
HD 192310 c,HD 192310,0.00012342435,0,323,0
HD 118203 c,HD 118203,0.00012342435,0,320,0
TIC 139270665 c,TIC 139270665,0.00012342435,0,329,0
TOI-969 c,TOI-969,0.00012342435,0,333,0
HD 115954 b,HD 115954,0.00012342435,0,319,0
HD 86226 b,HD 86226,0.00012342435,0,324,0
TOI-4600 c,TOI-4600,0.00012342435,0,332,0
TOI-4010 e,TOI-4010,0.00012342435,0,331,0
HR 5183 b,HR 5183,0.00012342435,0,326,0
G 192-15 c,G 192-15,0.00012342435,0,316,0
Kepler-1132 b,Kepler-1132,0.00012183813,0,335,0
Kepler-154 c,Kepler-154,0.00012183813,0,336,0
Kepler-1830 b,Kepler-1830,0.00012183813,0,337,0
Kepler-924 b,Kepler-924,0.00012183813,0,338,0
Kepler-1749 b,Kepler-1749,0.00011809541,0,339,0
Kepler-343 c,Kepler-343,0.00011670303,0,340,0
Gaia-5 b,Gaia-5,0.00011510019,0,341,0
Kepler-298 d,Kepler-298,0.00011427691,0,343,0
Kepler-1519 b,Kepler-1519,0.00011427691,0,342,0
Kepler-505 b,Kepler-505,0.000113778915,0,344,0
Kepler-1544 b,Kepler-1544,0.00011236464,0,346,0
Kepler-1229 b,Kepler-1229,0.00011236464,0,345,0
TOI-2015 b,TOI-2015,0.000112069945,0,356,0
TOI-2015 c,TOI-2015,0.000112069945,0,357,0
Kepler-445 c,Kepler-445,0.000112069945,0,353,0
Barnard b,Barnard's star,0.000112069945,0,347,0
Barnard c,Barnard's star,0.000112069945,0,348,0
GJ 625 b,GJ 625,0.000112069945,0,351,0
L 98-59 d,L 98-59,0.000112069945,0,354,0
Barnard d,Barnard's star,0.000112069945,0,349,0
L 98-59 e,L 98-59,0.000112069945,0,355,0
Kepler-42 d,Kepler-42,0.000112069945,0,352,0
Barnard e,Barnard's star,0.000112069945,0,350,0
Kepler-295 c,Kepler-295,0.000110863126,0,358,0
K2-323 b,K2-323,0.000107826316,0,359,0
Kepler-130 d,Kepler-130,0.00010505785,0,360,0
TOI-5713 b,TOI-5713,0.00010474934,0,361,0
K2-3 c,K2-3,0.00010424683,0,362,0
Kepler-1533 b,Kepler-1533,0.00010409058,0,363,0
Kepler-1816 b,Kepler-1816,0.00010409058,0,364,0
Kepler-1981 b,Kepler-1981,0.00010399216,0,365,0
Kepler-364 b,Kepler-364,0.00010384381,0,366,0
Kepler-138 d,Kepler-138,0.00010373505,0,367,0
Kepler-529 c,Kepler-529,9.8032826e-05,0,374,0
Kepler-1127 b,Kepler-1127,9.8032826e-05,0,370,0
Kepler-1210 b,Kepler-1210,9.8032826e-05,0,371,0
Kepler-962 b,Kepler-962,9.8032826e-05,0,376,0
K2-344 b,K2-344,9.8032826e-05,0,368,0
Kepler-710 b,Kepler-710,9.8032826e-05,0,375,0
K2-374 b,K2-374,9.8032826e-05,0,369,0
Kepler-322 c,Kepler-322,9.8032826e-05,0,373,0
Kepler-1942 b,Kepler-1942,9.8032826e-05,0,372,0
Kepler-1253 b,Kepler-1253,9.751685e-05,0,377,0
Kepler-458 c,KIC 9663113,9.653087e-05,0,380,0
HD 108236 f,HD 108236,9.653087e-05,0,378,0
Kepler-1460 b,Kepler-1460,9.653087e-05,0,379,0
Kepler-705 b,Kepler-705,9.6182266e-05,0,381,0
GJ 422 b,GJ 422,9.5799376e-05,0,382,0
TOI-1749 b,TOI-1749,9.315002e-05,0,384,0
Kepler-1669 d,Kepler-1669,9.315002e-05,0,383,0
Kapteyn c,Kapteyn,9.159823e-05,0,385,0
Kepler-354 d,Kepler-354,8.967523e-05,0,386,0
KOI-2513.01,KOI-2513,8.9382316e-05,0,387,0
Kepler-1780 b,Kepler-1780,8.767681e-05,0,388,0
K2-368 c,K2-368,8.69308e-05,0,389,0
Kepler-967 c,Kepler-967,8.5811495e-05,0,404,0
Kepler-421 b,Kepler-421,8.5811495e-05,0,400,0
Kepler-1549 b,Kepler-1549,8.5811495e-05,0,394,0
Kepler-1704 b,Kepler-1704,8.5811495e-05,0,398,0
HD 109286 b,HD 109286,8.5811495e-05,0,390,0
HD 27969 b,HD 27969,8.5811495e-05,0,391,0
Kepler-553 c,Kepler-553,8.5811495e-05,0,403,0
TOI-1736 c,TOI-1736,8.5811495e-05,0,405,0
TOI-2295 c,TOI-2295,8.5811495e-05,0,406,0
WASP-41 c,WASP-41,8.5811495e-05,0,407,0
Kepler-539 c,Kepler-539,8.5811495e-05,0,402,0
Kepler-1086 c,Kepler-1086,8.5811495e-05,0,393,0
Kepler-1600 b,Kepler-1600,8.5811495e-05,0,395,0
Kepler-1636 b,Kepler-1636,8.5811495e-05,0,397,0
Kepler-443 b,Kepler-443,8.5811495e-05,0,401,0
HD 80869 b,HD 80869,8.5811495e-05,0,392,0
Kepler-1868 b,Kepler-1868,8.5811495e-05,0,399,0
Kepler-1628 b,Kepler-1628,8.5811495e-05,0,396,0
Kepler-1052 c,Kepler-1052,8.446737e-05,0,408,0
Kepler-1389 b,Kepler-1389,8.446737e-05,0,409,0
Kepler-1125 b,Kepler-1125,8.220911e-05,0,410,0
EPIC 206215704 b,EPIC 206215704,8.200366e-05,0,411,0
Kepler-42 b,Kepler-42,8.200366e-05,0,412,0
LTT 1445 A c,LTT 1445 A,8.200366e-05,0,415,0
L 98-59 b,L 98-59,8.200366e-05,0,414,0
Kepler-42 c,Kepler-42,8.200366e-05,0,413,0
TOI-6324 b,TOI-6324,8.200366e-05,0,416,0
Kepler-1485 b,Kepler-1485,8.133072e-05,0,417,0
GJ 687 b,GJ 687,8.033614e-05,0,421,0
GJ 180 c,GJ 180,8.033614e-05,0,419,0
GJ 876 c,GJ 876,8.033614e-05,0,422,0
GJ 3293 b,GJ 3293,8.033614e-05,0,420,0
55 Cnc B c,55 Cnc B,8.033614e-05,0,418,0
Kepler-1841 b,Kepler-1841,8.033599e-05,0,423,0
TOI-1806.01,TOI-1806,7.999565e-05,0,426,0
GJ 3929 c,GJ 3929,7.999565e-05,0,424,0
TOI-1224 c,TOI-1224,7.999565e-05,0,425,0
Kepler-1550 b,Kepler-1550,7.949246e-05,0,427,0
GJ 806 b,GJ 806,7.929963e-05,0,428,0
Kepler-123 c,Kepler-123,7.920999e-05,0,429,0
K2-381 d,K2-381,7.8712204e-05,0,431,0
K2-205 b,K2-205,7.8712204e-05,0,430,0
TOI-756 c,TOI-756,7.7690725e-05,0,432,0
EPIC 212737443 c,EPIC 212737443,7.70825e-05,0,433,0
eps Ind A b,eps Ind A,7.665186e-05,0,434,0
Kepler-1108 b,Kepler-1108,7.5589174e-05,0,436,0
Kepler-383 b,Kepler-383,7.5589174e-05,0,443,0
Kepler-198 d,Kepler-198,7.5589174e-05,0,439,0
Kepler-1758 b,Kepler-1758,7.5589174e-05,0,437,0
Kepler-301 c,Kepler-301,7.5589174e-05,0,441,0
Kepler-323 b,Kepler-323,7.5589174e-05,0,442,0
Kepler-286 b,Kepler-286,7.5589174e-05,0,440,0
Kepler-1075 b,Kepler-1075,7.5589174e-05,0,435,0
Kepler-1884 b,Kepler-1884,7.5589174e-05,0,438,0
Kepler-315 b,Kepler-315,7.434246e-05,0,512,0
HD 11755 b,HD 11755,7.434246e-05,0,455,0
HD 181720 b,HD 181720,7.434246e-05,0,466,0
HD 22781 b,HD 22781,7.434246e-05,0,474,0
HIP 63242 b,HIP 63242,7.434246e-05,0,492,0
HD 37124 c,HD 37124,7.434246e-05,0,480,0
rho CrB c,rho CrB,7.434246e-05,0,524,0
Kepler-1524 b,Kepler-1524,7.434246e-05,0,506,0
HD 12648 b,HD 12648,7.434246e-05,0,456,0
Kepler-401 d,Kepler-401,7.434246e-05,0,514,0
HD 233832 b,HD 233832,7.434246e-05,0,476,0
BD+20 2457 b,BD+20 2457,7.434246e-05,0,445,0
BD+20 2457 c,BD+20 2457,7.434246e-05,0,446,0
HD 104985 b,HD 104985,7.434246e-05,0,451,0
HD 5891 b,HD 5891,7.434246e-05,0,484,0
BD-11 4672 b,BD-11 4672,7.434246e-05,0,448,0
HD 222237 b,HD 222237,7.434246e-05,0,473,0
HD 20794 d,HD 20794,7.434246e-05,0,470,0
HD 37124 d,HD 37124,7.434246e-05,0,481,0
BD-11 4672 c,BD-11 4672,7.434246e-05,0,449,0
HD 60532 b,HD 60532,7.434246e-05,0,485,0
Kepler-1489 b,Kepler-1489,7.434246e-05,0,504,0
HD 60532 c,HD 60532,7.434246e-05,0,486,0
Kepler-1490 b,Kepler-1490,7.434246e-05,0,505,0
HD 102272 b,HD 102272,7.434246e-05,0,450,0
KOI-1783.01,KOI-1783,7.434246e-05,0,494,0
HD 111232 b,HD 111232,7.434246e-05,0,452,0
HD 111232 c,HD 111232,7.434246e-05,0,453,0
Kepler-230 c,Kepler-230,7.434246e-05,0,511,0
HD 112570 b,HD 112570,7.434246e-05,0,454,0
HD 18438 b,HD 18438,7.434246e-05,0,467,0
