planet_name,host_star_name,_habitability_prob,_predicted_habitable,_habitability_rank,habitable_binary
TOI-1516 b,TOI-1516,5.799088e-06,0,4999,0
TOI-150.01,TOI-150,5.799088e-06,0,4998,0
TOI-1478 b,TOI-1478,5.799088e-06,0,4997,0
TOI-1472 c,TOI-1472,5.799088e-06,0,4996,0
TOI-1472 b,TOI-1472,5.799088e-06,0,4995,0
Gl 378 b,Gl 378,5.799088e-06,0,3788,0
TOI-1467 b,TOI-1467,5.799088e-06,0,4994,0
TOI-1438 b,TOI-1438,5.799088e-06,0,4992,0
Gl 49 b,Gl 49,5.799088e-06,0,3790,0
HAT-P-1 b,HAT-P-1,5.799088e-06,0,3791,0
HAT-P-11 b,HAT-P-11,5.799088e-06,0,3792,0
Kepler-109 b,Kepler-109,5.799088e-06,0,4306,0
HAT-P-13 b,HAT-P-13,5.799088e-06,0,3793,0
KIC 10001893 b,KIC 10001893,5.799088e-06,0,4260,0
HAT-P-14 b,HAT-P-14,5.799088e-06,0,3794,0
HAT-P-15 b,HAT-P-15,5.799088e-06,0,3795,0
KELT-9 b,KELT-9,5.799088e-06,0,4259,0
HAT-P-16 b,HAT-P-16,5.799088e-06,0,3796,0
TOI-1438 c,TOI-1438,5.799088e-06,0,4993,0
K2-29 b,K2-29,5.799088e-06,0,4150,0
KOI-217 b,KOI-217,5.799088e-06,0,4276,0
HD 109271 b,HD 109271,5.799088e-06,0,3919,0
Kepler-1831 b,Kepler-1831,5.799088e-06,0,4458,0
Kepler-400 b,Kepler-400,5.799088e-06,0,4642,0
Kepler-40 b,Kepler-40,5.799088e-06,0,4641,0
Kepler-4 b,Kepler-4,5.799088e-06,0,4640,0
Kepler-18 d,Kepler-18,5.799088e-06,0,4444,0
Kepler-1801 b,Kepler-1801,5.799088e-06,0,4445,0
Kepler-1804 b,Kepler-1804,5.799088e-06,0,4446,0
Kepler-1806 b,Kepler-1806,5.799088e-06,0,4447,0
Kepler-181 c,Kepler-181,5.799088e-06,0,4448,0
HD 89345 b,HD 89345,5.799088e-06,0,4026,0
Kepler-1812 b,Kepler-1812,5.799088e-06,0,4449,0
Wendelstein-2 b,Wendelstein-2,5.799088e-06,0,5417,0
Kepler-1814 b,Kepler-1814,5.799088e-06,0,4450,0
HD 185269 b,HD 185269,5.799088e-06,0,3964,0
Kepler-1814 c,Kepler-1814,5.799088e-06,0,4451,0
Kepler-1815 b,Kepler-1815,5.799088e-06,0,4452,0
HD 88133 b,HD 88133,5.799088e-06,0,4025,0
HD 18599 b,HD 18599,5.799088e-06,0,3965,0
Kepler-182 b,Kepler-182,5.799088e-06,0,4453,0
Kepler-391 b,Kepler-391,5.799088e-06,0,4639,0
Kepler-1828 b,Kepler-1828,5.799088e-06,0,4454,0
HD 187123 b,HD 187123,5.799088e-06,0,3966,0
Kepler-389 c,Kepler-389,5.799088e-06,0,4638,0
Kepler-389 b,Kepler-389,5.799088e-06,0,4637,0
Kepler-1829 b,Kepler-1829,5.799088e-06,0,4455,0
Kepler-183 b,Kepler-183,5.799088e-06,0,4456,0
Kepler-401 b,Kepler-401,5.799088e-06,0,4643,0
HD 181433 b,HD 181433,5.799088e-06,0,3963,0
Kepler-18 c,Kepler-18,5.799088e-06,0,4443,0
TOI-954 b,TOI-954,5.799088e-06,0,5256,0
Kepler-414 b,Kepler-414,5.799088e-06,0,4649,0
Kepler-178 b,Kepler-178,5.799088e-06,0,4432,0
Kepler-412 b,Kepler-412,5.799088e-06,0,4648,0
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,5.799088e-06,0,4267,0
HD 93963 A c,HD 93963 A,5.799088e-06,0,4030,0
Kepler-411 c,Kepler-411,5.799088e-06,0,4647,0
Kepler-411 b,Kepler-411,5.799088e-06,0,4646,0
Kepler-410 A b,Kepler-410 A,5.799088e-06,0,4645,0
Kepler-41 b,Kepler-41,5.799088e-06,0,4644,0
Kepler-1781 b,Kepler-1781,5.799088e-06,0,4433,0
Kepler-1782 b,Kepler-1782,5.799088e-06,0,4434,0
TOI-969 b,TOI-969,5.799088e-06,0,5257,0
Kepler-18 b,Kepler-18,5.799088e-06,0,4442,0
Kepler-1784 b,Kepler-1784,5.799088e-06,0,4435,0
HD 93385 c,HD 93385,5.799088e-06,0,4029,0
HD 93385 b,HD 93385,5.799088e-06,0,4028,0
Kepler-1791 b,Kepler-1791,5.799088e-06,0,4436,0
Kepler-1792 b,Kepler-1792,5.799088e-06,0,4437,0
Kepler-1793 b,Kepler-1793,5.799088e-06,0,4438,0
Kepler-1794 b,Kepler-1794,5.799088e-06,0,4439,0
Kepler-1795 b,Kepler-1795,5.799088e-06,0,4440,0
HD 93351 b,HD 93351,5.799088e-06,0,4027,0
Kepler-1799 b,Kepler-1799,5.799088e-06,0,4441,0
HD 18143 b,HD 18143,5.799088e-06,0,3962,0
Kepler-183 c,Kepler-183,5.799088e-06,0,4457,0
HD 189733 b,HD 189733,5.799088e-06,0,3967,0
Kepler-499 b,Kepler-499,5.799088e-06,0,4690,0
HD 86226 c,HD 86226,5.799088e-06,0,4024,0
Kepler-1866 b,Kepler-1866,5.799088e-06,0,4467,0
HD 20003 b,HD 20003,5.799088e-06,0,3970,0
WASP-119 b,WASP-119,5.799088e-06,0,5278,0
Kepler-1869 b,Kepler-1869,5.799088e-06,0,4468,0
HD 77946 b,HD 77946,5.799088e-06,0,4020,0
Kepler-1870 b,Kepler-1870,5.799088e-06,0,4469,0
Kepler-1871 b,Kepler-1871,5.799088e-06,0,4470,0
Kepler-1872 b,Kepler-1872,5.799088e-06,0,4471,0
WASP-118 b,WASP-118,5.799088e-06,0,5277,0
HD 77338 b,HD 77338,5.799088e-06,0,4019,0
HD 202772 A b,HD 202772 A,5.799088e-06,0,3971,0
HD 203030 b,HD 203030,5.799088e-06,0,3972,0
HD 20329 b,HD 20329,5.799088e-06,0,3973,0
HD 76700 b,HD 76700,5.799088e-06,0,4018,0
Kepler-1879 b,Kepler-1879,5.799088e-06,0,4472,0
Kepler-188 b,Kepler-188,5.799088e-06,0,4473,0
Kepler-188 c,Kepler-188,5.799088e-06,0,4474,0
Kepler-365 b,Kepler-365,5.799088e-06,0,4629,0
Kepler-1885 b,Kepler-1885,5.799088e-06,0,4475,0
HD 75289 b,HD 75289,5.799088e-06,0,4017,0
Kepler-363 d,Kepler-363,5.799088e-06,0,4628,0
WASP-116 b,WASP-116,5.799088e-06,0,5276,0
Kepler-363 b,Kepler-363,5.799088e-06,0,4627,0
WASP-114 b,WASP-114,5.799088e-06,0,5275,0
HD 74698 b,HD 74698,5.799088e-06,0,4016,0
WASP-12 b,WASP-12,5.799088e-06,0,5279,0
Kepler-1862 b,Kepler-1862,5.799088e-06,0,4466,0
Kepler-373 b,Kepler-373,5.799088e-06,0,4630,0
Kepler-1842 b,Kepler-1842,5.799088e-06,0,4461,0
HD 190007 b,HD 190007,5.799088e-06,0,3968,0
HD 86081 b,HD 86081,5.799088e-06,0,4023,0
Kepler-385 b,Kepler-385,5.799088e-06,0,4636,0
WASP-126 c,WASP-126,5.799088e-06,0,5285,0
Kepler-1835 b,Kepler-1835,5.799088e-06,0,4459,0
Kepler-1836 b,Kepler-1836,5.799088e-06,0,4460,0
Kepler-382 c,Kepler-382,5.799088e-06,0,4635,0
Kepler-382 b,Kepler-382,5.799088e-06,0,4634,0
WASP-126 b,WASP-126,5.799088e-06,0,5284,0
WASP-124 b,WASP-124,5.799088e-06,0,5283,0
HD 83443 b,HD 83443,5.799088e-06,0,4022,0
WASP-123 b,WASP-123,5.799088e-06,0,5282,0
WASP-120 b,WASP-120,5.799088e-06,0,5280,0
Kepler-1848 b,Kepler-1848,5.799088e-06,0,4462,0
WASP-121 b,WASP-121,5.799088e-06,0,5281,0
Kepler-1851 b,Kepler-1851,5.799088e-06,0,4463,0
Kepler-1852 b,Kepler-1852,5.799088e-06,0,4464,0
KOI-142 b,KOI-142,5.799088e-06,0,4273,0
Kepler-1859 c,Kepler-1859,5.799088e-06,0,4465,0
HD 196067 c,HD 196067,5.799088e-06,0,3969,0
Kepler-375 b,Kepler-375,5.799088e-06,0,4633,0
HD 80653 b,HD 80653,5.799088e-06,0,4021,0
Kepler-374 c,Kepler-374,5.799088e-06,0,4632,0
Kepler-374 b,Kepler-374,5.799088e-06,0,4631,0
Kepler-414 c,Kepler-414,5.799088e-06,0,4650,0
HD 179949 b,HD 179949,5.799088e-06,0,3961,0
Kepler-1778 b,Kepler-1778,5.799088e-06,0,4431,0
Kepler-1770 b,Kepler-1770,5.799088e-06,0,4430,0
55 Cnc e,55 Cnc,5.799088e-06,0,3719,0
Kepler-473 b,Kepler-473,5.799088e-06,0,4672,0
Kepler-472 b,Kepler-472,5.799088e-06,0,4671,0
Kepler-471 b,Kepler-471,5.799088e-06,0,4670,0
HIP 54373 c,HIP 54373,5.799088e-06,0,4037,0
pi Men c,HD 39091,5.799088e-06,0,5426,0
HIP 54373 b,HIP 54373,5.799088e-06,0,4036,0
Kepler-1679 b,Kepler-1679,5.799088e-06,0,4398,0
HD 109749 b,HD 109749,5.799088e-06,0,3920,0
Kepler-1680 b,Kepler-1680,5.799088e-06,0,4400,0
HD 162020 b,HD 162020,5.799088e-06,0,3954,0
Kepler-465 b,Kepler-465,5.799088e-06,0,4669,0
Kepler-464 b,Kepler-464,5.799088e-06,0,4668,0
Kepler-1683 b,Kepler-1683,5.799088e-06,0,4401,0
HIP 48714 b,HIP 48714,5.799088e-06,0,4035,0
WASP-133 b,WASP-133,5.799088e-06,0,5291,0
Kepler-461 b,Kepler-461,5.799088e-06,0,4667,0
Kepler-46 d,Kepler-46,5.799088e-06,0,4666,0
WASP-132 c,WASP-132,5.799088e-06,0,5290,0
Kepler-169 d,Kepler-169,5.799088e-06,0,4402,0
Kepler-169 e,Kepler-169,5.799088e-06,0,4403,0
Kepler-1691 b,Kepler-1691,5.799088e-06,0,4404,0
WASP-132 b,WASP-132,5.799088e-06,0,5289,0
Kepler-454 b,Kepler-454,5.799088e-06,0,4665,0
Kepler-17 b,Kepler-17,5.799088e-06,0,4405,0
Kepler-475 b,Kepler-475,5.799088e-06,0,4673,0
Kepler-476 b,Kepler-476,5.799088e-06,0,4674,0
HD 160691 d,HD 160691,5.799088e-06,0,3953,0
HIP 67522 b,HIP 67522,5.799088e-06,0,4040,0
Kepler-497 b,Kepler-497,5.799088e-06,0,4688,0
HD 158259 f,HD 158259,5.799088e-06,0,3950,0
Kepler-165 c,Kepler-165,5.799088e-06,0,4394,0
HD 15906 b,HD 15906,5.799088e-06,0,3951,0
Kepler-493 b,Kepler-493,5.799088e-06,0,4687,0
Kepler-491 b,Kepler-491,5.799088e-06,0,4686,0
Kepler-490 b,Kepler-490,5.799088e-06,0,4685,0
HD 159243 b,HD 159243,5.799088e-06,0,3952,0
Kepler-49 c,Kepler-49,5.799088e-06,0,4684,0
Kepler-49 b,Kepler-49,5.799088e-06,0,4683,0
Kepler-489 b,Kepler-489,5.799088e-06,0,4682,0
Kepler-1663 b,Kepler-1663,5.799088e-06,0,4395,0
Kepler-479 b,Kepler-479,5.799088e-06,0,4675,0
Kepler-487 b,Kepler-487,5.799088e-06,0,4681,0
Kepler-485 b,Kepler-485,5.799088e-06,0,4680,0
Kepler-484 b,Kepler-484,5.799088e-06,0,4679,0
Kepler-1664 b,Kepler-1664,5.799088e-06,0,4396,0
WASP-135 b,WASP-135,5.799088e-06,0,5292,0
Kepler-481 b,Kepler-481,5.799088e-06,0,4678,0
HIP 65 A b,HIP 65 A,5.799088e-06,0,4039,0
Kepler-167 b,Kepler-167,5.799088e-06,0,4397,0
HIP 57274 b,HIP 57274,5.799088e-06,0,4038,0
Kepler-48 c,Kepler-48,5.799088e-06,0,4677,0
Kepler-48 b,Kepler-48,5.799088e-06,0,4676,0
Kepler-170 b,Kepler-170,5.799088e-06,0,4406,0
Kepler-171 b,Kepler-171,5.799088e-06,0,4407,0
Kepler-1710 b,Kepler-1710,5.799088e-06,0,4408,0
Kepler-1754 b,Kepler-1754,5.799088e-06,0,4427,0
Kepler-1747 b,Kepler-1747,5.799088e-06,0,4423,0
HD 176986 b,HD 176986,5.799088e-06,0,3958,0
HD 176986 c,HD 176986,5.799088e-06,0,3959,0
Kepler-1748 b,Kepler-1748,5.799088e-06,0,4424,0
Kepler-43 b,Kepler-43,5.799088e-06,0,4658,0
Kepler-428 b,Kepler-428,5.799088e-06,0,4657,0
Kepler-175 b,Kepler-175,5.799088e-06,0,4425,0
WASP-130 b,WASP-130,5.799088e-06,0,5288,0
Kepler-425 b,Kepler-425,5.799088e-06,0,4656,0
Kepler-1753 b,Kepler-1753,5.799088e-06,0,4426,0
Kepler-424 b,Kepler-424,5.799088e-06,0,4655,0
Kepler-422 b,Kepler-422,5.799088e-06,0,4654,0
Kepler-1745 b,Kepler-1745,5.799088e-06,0,4422,0
KOI-1599.02,KOI-1599,5.799088e-06,0,4274,0
WASP-13 b,WASP-13,5.799088e-06,0,5287,0
Kepler-176 c,Kepler-176,5.799088e-06,0,4428,0
Wendelstein-1 b,Wendelstein-1,5.799088e-06,0,5416,0
WASP-129 b,WASP-129,5.799088e-06,0,5286,0
Kepler-1765 b,Kepler-1765,5.799088e-06,0,4429,0
HD 179079 b,HD 179079,5.799088e-06,0,3960,0
Kepler-417 c,Kepler-417,5.799088e-06,0,4653,0
Kepler-417 b,Kepler-417,5.799088e-06,0,4652,0
HD 95086 b,HD 95086,5.799088e-06,0,4031,0
Kepler-416 c,Kepler-416,5.799088e-06,0,4651,0
TOI-942 c,TOI-942,5.799088e-06,0,5255,0
WTS-2 b,WTS-2,5.799088e-06,0,5415,0
HD 164922 d,HD 164922,5.799088e-06,0,3955,0
Kepler-1721 b,Kepler-1721,5.799088e-06,0,4416,0
Kepler-45 b,Kepler-45,5.799088e-06,0,4664,0
Kepler-1712 b,Kepler-1712,5.799088e-06,0,4409,0
Kepler-1714 b,Kepler-1714,5.799088e-06,0,4410,0
Kepler-447 b,Kepler-447,5.799088e-06,0,4663,0
HIP 14810 b,HIP 14810,5.799088e-06,0,4034,0
Kepler-1719 b,Kepler-1719,5.799088e-06,0,4411,0
Kepler-172 b,Kepler-172,5.799088e-06,0,4412,0
Kepler-172 c,Kepler-172,5.799088e-06,0,4413,0
Kepler-172 d,Kepler-172,5.799088e-06,0,4414,0
Kepler-1720 b,Kepler-1720,5.799088e-06,0,4415,0
HD 168009 b,HD 168009,5.799088e-06,0,3956,0
HD 168746 b,HD 168746,5.799088e-06,0,3957,0
Kepler-433 b,Kepler-433,5.799088e-06,0,4659,0
HIP 113103 c,HIP 113103,5.799088e-06,0,4033,0
Kepler-1728 b,Kepler-1728,5.799088e-06,0,4417,0
TOI-942 b,TOI-942,5.799088e-06,0,5254,0
Kepler-1729 b,Kepler-1729,5.799088e-06,0,4418,0
Kepler-1730 b,Kepler-1730,5.799088e-06,0,4419,0
Kepler-44 b,Kepler-44,5.799088e-06,0,4662,0
Kepler-1738 b,Kepler-1738,5.799088e-06,0,4420,0
HD 99492 b,HD 99492,5.799088e-06,0,4032,0
Kepler-436 c,Kepler-436,5.799088e-06,0,4661,0
Kepler-1740 b,Kepler-1740,5.799088e-06,0,4421,0
Kepler-434 b,Kepler-434,5.799088e-06,0,4660,0
WASP-113 b,WASP-113,5.799088e-06,0,5274,0
Kepler-360 c,Kepler-360,5.799088e-06,0,4626,0
Kepler-1899 b,Kepler-1899,5.799088e-06,0,4476,0
HD 217786 c,HD 217786,5.799088e-06,0,3984,0
Kepler-304 c,Kepler-304,5.799088e-06,0,4589,0
Kepler-304 b,Kepler-304,5.799088e-06,0,4588,0
HD 219828 b,HD 219828,5.799088e-06,0,3986,0
Kepler-236 b,Kepler-236,5.799088e-06,0,4532,0
Kepler-238 c,Kepler-238,5.799088e-06,0,4533,0
Kepler-238 d,Kepler-238,5.799088e-06,0,4534,0
Kepler-239 b,Kepler-239,5.799088e-06,0,4535,0
XO-7 b,XO-7,5.799088e-06,0,5423,0
Kepler-240 c,Kepler-240,5.799088e-06,0,4536,0
Kepler-242 b,Kepler-242,5.799088e-06,0,4537,0
Kepler-242 c,Kepler-242,5.799088e-06,0,4538,0
Kepler-243 b,Kepler-243,5.799088e-06,0,4539,0
XO-6 b,XO-6,5.799088e-06,0,5422,0
Kepler-244 c,Kepler-244,5.799088e-06,0,4540,0
XO-1 b,XO-1,5.799088e-06,0,5418,0
Kepler-299 c,Kepler-299,5.799088e-06,0,4587,0
Kepler-245 b,Kepler-245,5.799088e-06,0,4541,0
Kepler-245 e,Kepler-245,5.799088e-06,0,4542,0
Kepler-246 b,Kepler-246,5.799088e-06,0,4543,0
Kepler-247 b,Kepler-247,5.799088e-06,0,4544,0
XO-5 b,XO-5,5.799088e-06,0,5421,0
Kepler-247 c,Kepler-247,5.799088e-06,0,4545,0
Kepler-248 b,Kepler-248,5.799088e-06,0,4546,0
Kepler-25 b,Kepler-25,5.799088e-06,0,4547,0
Kepler-25 c,Kepler-25,5.799088e-06,0,4548,0
Kepler-304 d,Kepler-304,5.799088e-06,0,4590,0
HD 219666 b,HD 219666,5.799088e-06,0,3985,0
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,5.799088e-06,0,4269,0
Kepler-23 c,Kepler-23,5.799088e-06,0,4524,0
HD 39855 b,HD 39855,5.799088e-06,0,4001,0
Kepler-314 c,Kepler-314,5.799088e-06,0,4599,0
TrES-1 b,TrES-1,5.799088e-06,0,5258,0
TOI-4602.01,TOI-4602,5.799088e-06,0,5170,0
Kepler-313 b,Kepler-313,5.799088e-06,0,4598,0
Kepler-226 b,Kepler-226,5.799088e-06,0,4519,0
Kepler-226 c,Kepler-226,5.799088e-06,0,4520,0
Kepler-227 b,Kepler-227,5.799088e-06,0,4521,0
Kepler-311 b,Kepler-311,5.799088e-06,0,4597,0
Kepler-229 b,Kepler-229,5.799088e-06,0,4522,0
Kepler-23 b,Kepler-23,5.799088e-06,0,4523,0
Kepler-23 d,Kepler-23,5.799088e-06,0,4525,0
Kepler-234 c,Kepler-234,5.799088e-06,0,4531,0
Kepler-231 b,Kepler-231,5.799088e-06,0,4526,0
Kepler-232 b,Kepler-232,5.799088e-06,0,4527,0
Kepler-232 c,Kepler-232,5.799088e-06,0,4528,0
Kepler-308 c,Kepler-308,5.799088e-06,0,4596,0
Kepler-233 b,Kepler-233,5.799088e-06,0,4529,0
Kepler-307 c,Kepler-307,5.799088e-06,0,4595,0
Kepler-307 b,Kepler-307,5.799088e-06,0,4594,0
Kepler-234 b,Kepler-234,5.799088e-06,0,4530,0
Kepler-306 c,Kepler-306,5.799088e-06,0,4593,0
Kepler-306 b,Kepler-306,5.799088e-06,0,4592,0
Kepler-305 e,Kepler-305,5.799088e-06,0,4591,0
Kepler-250 c,Kepler-250,5.799088e-06,0,4549,0
Kepler-294 c,Kepler-294,5.799088e-06,0,4586,0
Kepler-294 b,Kepler-294,5.799088e-06,0,4585,0
Kepler-267 b,Kepler-267,5.799088e-06,0,4564,0
Kepler-283 b,Kepler-283,5.799088e-06,0,4575,0
HD 2638 b,HD 2638,5.799088e-06,0,3990,0
HD 2685 b,HD 2685,5.799088e-06,0,3991,0
XO-2 N b,XO-2 N,5.799088e-06,0,5419,0
Kepler-26 b,Kepler-26,5.799088e-06,0,4560,0
HD 27894 b,HD 27894,5.799088e-06,0,3992,0
Kepler-281 b,Kepler-281,5.799088e-06,0,4574,0
Kepler-280 c,Kepler-280,5.799088e-06,0,4573,0
Kepler-260 b,Kepler-260,5.799088e-06,0,4561,0
Kepler-261 b,Kepler-261,5.799088e-06,0,4562,0
Kepler-266 b,Kepler-266,5.799088e-06,0,4563,0
Kepler-269 b,Kepler-269,5.799088e-06,0,4565,0
HD 3167 b,HD 3167,5.799088e-06,0,3998,0
HD 285507 b,HD 285507,5.799088e-06,0,3997,0
Kepler-27 b,Kepler-27,5.799088e-06,0,4566,0
HD 28471 d,HD 28471,5.799088e-06,0,3996,0
Kepler-27 d,Kepler-27,5.799088e-06,0,4567,0
Kepler-270 b,Kepler-270,5.799088e-06,0,4568,0
Kepler-276 b,Kepler-276,5.799088e-06,0,4572,0
HD 28471 c,HD 28471,5.799088e-06,0,3995,0
HD 28471 b,HD 28471,5.799088e-06,0,3994,0
Kepler-275 b,Kepler-275,5.799088e-06,0,4571,0
HD 28192 b,HD 28192,5.799088e-06,0,3993,0
Kepler-274 b,Kepler-274,5.799088e-06,0,4570,0
Kepler-258 b,Kepler-258,5.799088e-06,0,4559,0
Kepler-257 c,Kepler-257,5.799088e-06,0,4558,0
HD 330075 b,HD 330075,5.799088e-06,0,4000,0
HD 235088 b,HD 235088,5.799088e-06,0,3987,0
Kepler-292 e,Kepler-292,5.799088e-06,0,4584,0
Kepler-292 d,Kepler-292,5.799088e-06,0,4583,0
Kepler-292 c,Kepler-292,5.799088e-06,0,4582,0
Kepler-253 b,Kepler-253,5.799088e-06,0,4550,0
Kepler-291 c,Kepler-291,5.799088e-06,0,4581,0
Kepler-291 b,Kepler-291,5.799088e-06,0,4580,0
TrES-4 b,TrES-4,5.799088e-06,0,5259,0
Kepler-253 c,Kepler-253,5.799088e-06,0,4551,0
Kepler-290 b,Kepler-290,5.799088e-06,0,4579,0
Kepler-29 c,Kepler-29,5.799088e-06,0,4578,0
Kepler-29 b,Kepler-29,5.799088e-06,0,4577,0
HD 238090 b,HD 238090,5.799088e-06,0,3988,0
Kepler-257 b,Kepler-257,5.799088e-06,0,4557,0
XO-4 b,XO-4,5.799088e-06,0,5420,0
Kepler-254 b,Kepler-254,5.799088e-06,0,4552,0
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,5.799088e-06,0,4268,0
Kepler-288 b,Kepler-288,5.799088e-06,0,4576,0
Kepler-255 b,Kepler-255,5.799088e-06,0,4553,0
HD 24085 b,HD 24085,5.799088e-06,0,3989,0
Kepler-255 c,Kepler-255,5.799088e-06,0,4554,0
HD 3167 d,HD 3167,5.799088e-06,0,3999,0
Kepler-256 c,Kepler-256,5.799088e-06,0,4555,0
Kepler-256 e,Kepler-256,5.799088e-06,0,4556,0
TrES-5 b,TrES-5,5.799088e-06,0,5260,0
Kepler-224 d,Kepler-224,5.799088e-06,0,4518,0
Kepler-224 c,Kepler-224,5.799088e-06,0,4517,0
HD 73583 b,HD 73583,5.799088e-06,0,4015,0
Kepler-317 b,Kepler-317,5.799088e-06,0,4600,0
WASP-103 b,WASP-103,5.799088e-06,0,5268,0
HD 207897 b,HD 207897,5.799088e-06,0,3975,0
HD 63433 b,HD 63433,5.799088e-06,0,4010,0
WASP-101 b,WASP-101,5.799088e-06,0,5267,0
Kepler-347 b,Kepler-347,5.799088e-06,0,4620,0
WASP-100 b,WASP-100,5.799088e-06,0,5266,0
Kepler-346 b,Kepler-346,5.799088e-06,0,4619,0
WASP-10 b,WASP-10,5.799088e-06,0,5265,0
WASP-1 b,WASP-1,5.799088e-06,0,5264,0
HD 6061 b,HD 6061,5.799088e-06,0,4009,0
Kepler-1967 b,Kepler-1967,5.799088e-06,0,4488,0
KOBE-1 b,KOBE-1,5.799088e-06,0,4270,0
Kepler-1969 b,Kepler-1969,5.799088e-06,0,4489,0
Kepler-1976 b,Kepler-1976,5.799088e-06,0,4490,0
Kepler-1978 b,Kepler-1978,5.799088e-06,0,4491,0
HD 209458 b,HD 209458,5.799088e-06,0,3976,0
V830 Tau b,V830 Tau,5.799088e-06,0,5263,0
Kepler-1983 b,Kepler-1983,5.799088e-06,0,4492,0
Kepler-1985 b,Kepler-1985,5.799088e-06,0,4493,0
HD 51608 b,HD 51608,5.799088e-06,0,4008,0
Kepler-1987 d,Kepler-1987,5.799088e-06,0,4494,0
HD 49674 b,HD 49674,5.799088e-06,0,4007,0
Kepler-1990 b,Kepler-1990,5.799088e-06,0,4495,0
55 Cnc b,55 Cnc,5.799088e-06,0,3718,0
Kepler-20 b,Kepler-20,5.799088e-06,0,4496,0
HD 63454 b,HD 63454,5.799088e-06,0,4011,0
Kepler-349 c,Kepler-349,5.799088e-06,0,4621,0
Kepler-195 b,Kepler-195,5.799088e-06,0,4487,0
HD 69830 b,HD 69830,5.799088e-06,0,4014,0
WASP-11 b,WASP-11,5.799088e-06,0,5273,0
Kepler-1906 b,Kepler-1906,5.799088e-06,0,4477,0
WASP-108 b,WASP-108,5.799088e-06,0,5272,0
Kepler-191 d,Kepler-191,5.799088e-06,0,4478,0
WASP-107 b,WASP-107,5.799088e-06,0,5271,0
Kepler-357 c,Kepler-357,5.799088e-06,0,4625,0
Kepler-357 b,Kepler-357,5.799088e-06,0,4624,0
Kepler-356 c,Kepler-356,5.799088e-06,0,4623,0
Kepler-1913 b,Kepler-1913,5.799088e-06,0,4479,0
Kepler-1915 b,Kepler-1915,5.799088e-06,0,4480,0
Kepler-192 b,Kepler-192,5.799088e-06,0,4481,0
HD 68988 b,HD 68988,5.799088e-06,0,4013,0
KOI-12 b,KOI-12,5.799088e-06,0,4271,0
Kepler-354 b,Kepler-354,5.799088e-06,0,4622,0
Kepler-193 b,Kepler-193,5.799088e-06,0,4482,0
Kepler-1930 b,Kepler-1930,5.799088e-06,0,4483,0
Kepler-1937 b,Kepler-1937,5.799088e-06,0,4484,0
HD 207496 b,HD 207496,5.799088e-06,0,3974,0
KOI-13 b,KOI-13,5.799088e-06,0,4272,0
Kepler-1944 b,Kepler-1944,5.799088e-06,0,4485,0
WASP-105 b,WASP-105,5.799088e-06,0,5270,0
Kepler-1946 b,Kepler-1946,5.799088e-06,0,4486,0
HD 63935 b,HD 63935,5.799088e-06,0,4012,0
WASP-104 b,WASP-104,5.799088e-06,0,5269,0
Kepler-20 c,Kepler-20,5.799088e-06,0,4497,0
Kepler-338 b,Kepler-338,5.799088e-06,0,4618,0
Kepler-337 c,Kepler-337,5.799088e-06,0,4617,0
Kepler-222 b,Kepler-222,5.799088e-06,0,4515,0
HD 45184 c,HD 45184,5.799088e-06,0,4004,0
Kepler-325 c,Kepler-325,5.799088e-06,0,4611,0
HD 45184 b,HD 45184,5.799088e-06,0,4003,0
Kepler-324 e,Kepler-324,5.799088e-06,0,4610,0
Kepler-217 b,Kepler-217,5.799088e-06,0,4511,0
Kepler-217 c,Kepler-217,5.799088e-06,0,4512,0
Kepler-219 b,Kepler-219,5.799088e-06,0,4513,0
ZTF J1828+2308 b,ZTF J1828+2308,5.799088e-06,0,5425,0
Kepler-221 d,Kepler-221,5.799088e-06,0,4514,0
Kepler-321 c,Kepler-321,5.799088e-06,0,4609,0
Kepler-321 b,Kepler-321,5.799088e-06,0,4608,0
HD 217107 b,HD 217107,5.799088e-06,0,3983,0
Kepler-326 c,Kepler-326,5.799088e-06,0,4613,0
ZTF J1230-2655 b,ZTF J1230-2655,5.799088e-06,0,5424,0
Kepler-222 c,Kepler-222,5.799088e-06,0,4516,0
HD 41004 B b,HD 41004 B,5.799088e-06,0,4002,0
Kepler-32 c,Kepler-32,5.799088e-06,0,4607,0
Kepler-32 b,Kepler-32,5.799088e-06,0,4606,0
BD+05 4868 A b,BD+05 4868 A,5.799088e-06,0,3721,0
Kepler-319 c,Kepler-319,5.799088e-06,0,4605,0
Kepler-319 b,Kepler-319,5.799088e-06,0,4604,0
Kepler-318 c,Kepler-318,5.799088e-06,0,4603,0
Kepler-318 b,Kepler-318,5.799088e-06,0,4602,0
Kepler-317 c,Kepler-317,5.799088e-06,0,4601,0
Kepler-326 b,Kepler-326,5.799088e-06,0,4612,0
51 Peg b,51 Peg,5.799088e-06,0,3717,0
V1298 Tau d,V1298 Tau,5.799088e-06,0,5262,0
HD 47186 b,HD 47186,5.799088e-06,0,4006,0
HD 212301 b,HD 212301,5.799088e-06,0,3977,0
Kepler-2000 b,Kepler-2000,5.799088e-06,0,4498,0
V1298 Tau c,V1298 Tau,5.799088e-06,0,5261,0
