planet_name,host_star_name,radius_earth,mass_earth,orbital_period,semi_major_axis,equilibrium_temp,star_temp,star_luminosity,star_metallicity,spectral_type,log_mass_earth,log_orbital_period,log_semi_major_axis,stellar_flux,log_stellar_flux,surface_gravity,log_surface_gravity,density,habitable_zone,habitable,label_source,spectral_class,spectral_B,spectral_F,spectral_G,spectral_K,spectral_M
HD 207897 b,HD 207897,2.501,14.4,16.202159,0.1163,632.2,5070.0,-0.4437,-0.042,K0 V,2.7343675094195836,2.8450348991978367,0.11001964503854945,-2.6104785874093657,,2.3021579053304713,1.1945761654721903,0.2197519854526758,False,0,measured,K,False,False,False,True,False
HD 209458 b,HD 209458,15.233,217.704,3.524746,0.04707,1449.0,6065.0,0.21,0.0,,5.3877192174102975,1.5095614429797113,0.04599578734215835,7.542599258845377,2.145065324353955,0.9382002071164958,0.6617598141785359,0.014703525297619998,False,0,measured,,False,False,False,False,False
HD 209458 b,HD 209458,15.24424,219.3027,3.52,1.6502813952284119,1450.0,6052.0,0.23086,0.05,,5.3950025097477186,1.5085119938441398,0.06931955940288353,0.006745634718773875,0.006722984726888517,0.9436966721710348,0.6645916610300284,0.014778761370398795,False,0,measured,,False,False,False,False,False
HD 209458 b,HD 209458,15.7,219.29,3.5,0.047,1450.0,5613.711383698572,0.23968498569143915,0.08780929200713809,G0 V,5.394944860131629,1.5040773967762742,0.045928931888399804,8.634461353033668,2.26534639506576,0.889650695768591,0.6363919949371192,0.013527927311151135,False,0,measured,G,False,False,True,False,False
HD 209458 b,HD 209458,15.46842,226.93062,3.52474859,0.04747,1459.0,6117.0,0.23878650428748727,0.02,,5.429041284400721,1.5095620153873686,0.046377732785895624,8.432599033085426,2.244171671935634,0.9484210588607526,0.6670193311759477,0.014637490414354363,False,0,measured,,False,False,False,False,False
HD 213885 b,HD 213885,1.745,8.83,1.008035,0.02012,2128.0,5978.0,0.13862,-0.04,G,2.285438934159075,0.6971566319564617,0.01992026743513075,27.24959661933782,3.3410791785290113,2.8998119884073197,1.3609283438728657,0.39672155758638644,False,0,measured,G,False,False,True,False,False
HD 21520 b,HD 21520,2.697,17.7,25.1292,0.1726,637.0,5871.0,0.06595,0.049,,2.928523523860541,3.263053462913818,0.15922350554797765,0.17616651097371294,0.16226043041742236,2.4333880639428394,1.2335475473946498,0.2153980749929477,False,0,measured,,False,False,False,False,False
HD 21749 c,GJ 143,0.892,3.7,7.78993,0.0695,701.0,4640.0,-0.6862,0.003,K4.5,1.547562508716013,2.1736067480703816,0.06719124954032328,-11.305017540464629,,4.650204106255907,1.731691669506903,1.2445677744902304,False,0,measured,K,False,False,False,True,False
HD 219134 b,HD 219134,1.602,4.74,3.092926,0.03876,1015.0,4699.0,-0.57741,0.11,,1.747459210331475,1.4092601176986475,0.038027694096657384,-30.58488840680393,,1.8469422585064548,1.0462455265680832,0.2752340730773516,False,0,measured,,False,False,False,False,False
HD 219134 c,HD 219134,1.511,4.36,6.76458,0.0653,782.0,4699.0,-0.57741,0.11,,1.6789639750827108,2.0495723662775247,0.06325644963501485,-10.77576407752783,,1.9096666361528807,1.0680385165980646,0.3017202694917964,False,0,measured,,False,False,False,False,False
HD 219134 d,HD 219134,1.61,16.17,46.859,0.237,410.5,4699.0,-0.57741,0.11,,2.843163674909384,3.86825918798697,0.21268909341035083,-0.8180460368770255,-1.7040015737763232,6.238185255198488,1.9793705196189952,0.9250043657961017,False,0,measured,,False,False,False,False,False
HD 219134 f,HD 219134,1.31,7.3,22.717,0.1463,522.6,4699.0,-0.57741,0.11,,2.1162555148025524,3.1661920905827574,0.13653936413882692,-2.1467713205220984,,4.253831361808752,1.6589575936429246,0.7752117805089981,False,0,measured,,False,False,False,False,False
HD 219666 b,HD 219666,4.898,17.6,6.034468,1.0559713830257746,1076.0,5540.0,-0.43249714997538313,0.0038316188486400976,,2.9231615807191558,1.9508220658163258,0.08650295333446334,-0.030865199476937364,-0.031351563739794225,0.7336266617269139,0.5502155505212164,0.03575754683478282,False,0,measured,,False,False,False,False,False
HD 219666 b,HD 219666,4.71,16.6,6.03607,0.06356,1073.0,5527.0,-0.44108648724668986,0.04,,2.8678989020441064,1.9510497756603875,0.06162177155616985,-8.688526143039592,,0.7482836806541623,0.5586345527697109,0.03792772185067109,False,0,measured,,False,False,False,False,False
HD 224018 b,HD 224018,0.91,4.1,10.6413,0.0952,968.0,5784.0,0.12385,0.05,G V,1.62924053973028,2.454559119915912,0.09093699499210209,1.0874573929901685,0.7359467669909436,4.951092863180775,1.7835748771756095,1.2988861036520196,True,0,measured,G,False,False,True,False,False
HD 224018 c,HD 224018,2.42,10.4,36.57669,0.217,641.0,5784.0,0.12385,0.05,G V,2.4336133554004498,3.6263839113408562,0.19638881400539013,0.20929877149579773,0.19004066392814817,1.7758349839491838,1.020951597055364,0.17518569161840658,False,0,measured,G,False,False,True,False,False
HD 224018 d,HD 224018,2.4,4.2,138.0731,0.53,411.0,5784.0,0.12385,0.05,G V,1.6486586255873816,4.934999694174704,0.4252677354043441,0.0350860443252603,0.03448455787561997,0.7291666666666667,0.547639596888707,0.07253154958615024,False,0,measured,G,False,False,True,False,False
HD 22946 d,HD 22946,2.607,26.57,47.42489,0.2958,546.0,6169.0,-0.9251425314300843,-0.08,,3.3167282250357055,3.88001393773653,0.25912826503371983,-0.8413998762803605,-1.8413691897083047,3.9093944499546742,1.5911506042525343,0.35799738274240944,False,0,measured,,False,False,False,False,False
HD 23472 b,HD 23472,2.0,8.32,17.667087,0.1162,543.0,4684.0,-0.62525,-0.2,K4 V,2.2321626286975,2.926761919670659,0.10993005937219615,-3.684949837518536,,2.08,1.1249295969854831,0.24828171122335677,False,0,measured,K,False,False,False,True,False
HD 23472 c,HD 23472,1.87,3.41,29.79749,0.1646,467.0,4684.0,-0.62525,-0.2,K4 V,1.4838746894587547,3.4274331931522592,0.1523776804208825,-1.836471422458797,,0.9751494180559923,0.6806440502033066,0.12449185839849973,False,0,measured,K,False,False,False,True,False
HD 23472 d,HD 23472,0.75,0.55,3.97664,0.04298,909.0,4684.0,-0.62525,-0.2,K4 V,0.4382549309311553,1.6047549645297183,0.04208200037936693,-26.93463000208511,,0.9777777777777779,0.6819738799618201,0.3112363331574843,False,0,measured,K,False,False,False,True,False
HD 23472 e,HD 23472,0.818,0.72,7.90754,0.068,723.0,4684.0,-0.62525,-0.2,K4 V,0.5423242908253617,2.186898109085582,0.0657877405380031,-10.760340416112408,,1.076033739635703,0.7304592174045736,0.3140392822677499,False,0,measured,K,False,False,False,True,False
HD 23472 f,HD 23472,1.137,0.77,12.1621839,0.0906,630.0,4684.0,-0.62525,-0.2,K4 V,0.5709795465857378,2.5773478619770427,0.08672800350982414,-6.061602327883254,,0.5956207180091726,0.4672628254278232,0.12506066158193102,False,0,measured,K,False,False,False,True,False
HD 235088 b,HD 235088,2.07506422,4.2,7.434151,0.071,753.95,5087.0,-0.41229,0.105,,1.6486586255873816,2.132289058887124,0.06859279146561172,-6.508430022550837,,0.975407760111214,0.6807748378587886,0.11221891235146453,False,0,measured,,False,False,False,False,False
HD 25463 b,HD 25463,2.62,8.5,7.049144,0.076,1290.0,6220.0,-0.34499353518525844,-0.2,,2.2512917986064953,2.0855657503727354,0.07325046173959267,-4.753066694899723,,1.2382728279237805,0.8057045094854938,0.11283048175216583,False,0,measured,,False,False,False,False,False
HD 25463 b,HD 25463,2.54535814,8.7,7.0491423,0.076,1198.46,6353.0,0.47276,-0.018,,2.272125885509337,2.0855655391701307,0.07325046173959267,6.513338893362573,2.016679959964885,1.3428313055453018,0.8513601575931216,0.1259458757438814,False,0,measured,,False,False,False,False,False
HD 25463 c,HD 25463,1.36354953,4.3,3.04405,0.0443,1585.57,6353.0,0.47276,-0.018,,1.667706820558076,1.397246665077835,0.04334680450336586,19.1700571458006,3.004199185169871,2.312738976251607,1.1977753324841738,0.4049180085358537,False,0,measured,,False,False,False,False,False
HD 25463 c,HD 25463,1.5,4.1,3.04405,0.0435,1707.0,6220.0,-0.058081320531142344,-0.2,,1.62924053973028,1.397246665077835,0.04258044753511839,-2.4425761035370837,,1.822222222222222,1.0375245966882713,0.2900156740785649,False,0,measured,,False,False,False,False,False
HD 260655 b,HD 260655,1.24,2.14,2.76953,0.02933,709.0,3803.0,-1.43997,-0.43,M0 V,1.144222799920162,1.326950325253151,0.028908105147207694,-133.2046709993099,,1.3917793964620186,0.8720376062759901,0.26795391609724,False,0,measured,M,False,False,False,False,True
HD 260655 c,HD 260655,1.533,3.09,5.70588,0.04749,557.0,3803.0,-1.43997,-0.43,M0 V,1.4085449700547104,1.9029847534610247,0.046396826229207766,-50.80883546363443,,1.3148438208084887,0.8393422212487867,0.20475919126761769,False,0,measured,M,False,False,False,False,True
HD 2685 b,HD 2685,16.14096,371.8611,4.12688,0.0568,2061.0,6801.0,0.66839,0.02,,5.921205964231928,1.634497287027358,0.055245474225978516,16.48630796425435,2.8614181726506382,1.427322221154017,0.8867886831375551,0.021110769143988205,False,0,measured,,False,False,False,False,False
HD 28109 b,HD 28109,2.69,6.2,22.891054,-2.6987612917454307,867.0,6189.0,0.43297,0.1,F8,1.9740810260220096,3.1735040792427007,0.18426716339387755,0.004730630164334948,0.004719475897433848,0.8568151352247758,0.6188627271861313,0.07604072346857277,False,0,measured,F,False,True,False,False,False
HD 28109 b,HD 28109,2.199,18.496,22.89104,0.1357,881.2,6120.0,-0.6771608550303476,0.0,F8/G0 V,2.970209316322905,3.1735034932491275,0.12724920091546357,-2.9263231657899347,,3.8249640530722036,1.573803284622721,0.4152537081823002,False,0,measured,F,False,True,False,False,False
HD 28109 c,HD 28109,4.13,9.2,55.99712,-5.589550267917347,643.0,6189.0,0.43297,0.1,F8,2.322387720290225,4.043000740242263,0.24329880736311632,0.001102793529309943,0.001102185899211796,0.5393711635760308,0.43137399769372103,0.03117805817591497,False,0,measured,F,False,True,False,False,False
HD 28109 c,HD 28109,4.23,7.943,56.00819,0.308,585.2,6120.0,-0.8393912607446296,0.0,F8/G0 V,2.190871103364044,4.043194941723489,0.26849925303500694,-0.704130483300545,-1.2178367438099416,0.4439190964013658,0.3673610114781629,0.02505387181743439,False,0,measured,F,False,True,False,False,False
HD 28109 d,HD 28109,3.11,5.8,84.2899,-6.805988729917371,561.0,6189.0,0.43297,0.1,F8,1.916922612182061,4.4460560418599355,0.2746487928868772,0.0007438159559550956,0.0007435394619655279,0.599662948067121,0.46979294959628726,0.046031827511547024,False,0,measured,F,False,True,False,False,False
HD 28109 d,HD 28109,3.25,5.681,84.25999,0.411,506.5,6120.0,-0.934722649574714,0.0,F8/G0 V,1.8992676769433403,4.4457052940487625,0.3442986728706769,-0.4403411360925203,-0.5804278524671307,0.5378461538461539,0.43038283607111455,0.039508095695805885,False,0,measured,F,False,True,False,False,False
HD 3167 b,HD 3167,1.67,4.97,0.959641,0.01796,1774.0,5261.0,0.001330001752314125,0.04,,1.7867469274045107,0.6727612932006802,0.017800624625506637,0.3281177195327585,0.28376269135204957,1.7820646132883933,1.0231933187126343,0.25475244800658214,True,0,measured,,False,False,False,False,False
HD 3167 b,HD 3167,1.7,5.02,0.959641,5.386910855620615,1608.0,5261.0,-0.1271962775929456,0.04,,1.7950872593207297,0.6727612932006802,0.01988020319330608,-0.0003488068139579609,-0.0003488676612043934,1.7370242214532872,1.0068712796552217,0.24393175686586038,False,0,measured,,False,False,False,False,False
HD 3167 b,HD 3167,1.627,4.73,0.95965428,0.01802,1777.0,5300.0,-0.27003,0.037,,1.7457155307266483,0.6727680699291742,0.01785956430076609,-66.17479111738051,,1.7868415177348744,1.0249088820587169,0.26218622624707727,False,0,measured,,False,False,False,False,False
HD 3167 b,HD 3167,1.574,5.69,0.959632,0.01752,1759.0,5286.0,-0.01368319628220993,0.03,,1.900613874140137,0.6727567005121894,0.017368294161092,-3.5473945067515062,,2.296692278754668,1.1929196260226822,0.34834491320660227,False,0,measured,,False,False,False,False,False
HD 3167 c,HD 3167,3.01,9.8,29.8454,-3.5418404705941917,511.0,5261.0,-0.938599863902436,0.04,,2.379546134130174,3.4289876306436544,0.17464758047662743,-0.005954052102610387,-0.005971848145034,1.081665765278529,0.7331684218966213,0.08579025912825038,False,0,measured,,False,False,False,False,False
HD 3167 c,HD 3167,3.0,11.13,29.8454,0.1776,564.0,5261.0,-0.8974883295960283,0.04,,2.495681722955959,3.4289876306436544,0.16347846899247476,-2.2642950809101343,,1.2366666666666668,0.8049866623154808,0.09841080647848864,False,0,measured,,False,False,False,False,False
HD 3167 c,HD 3167,2.923,10.67,29.8464948,0.1783,565.0,5300.0,-0.27003,0.037,,2.4570214462984645,3.429023123150528,0.16407272173715798,-0.6759264884233267,-1.1267849013425777,1.2488399657815508,0.8104145125002679,0.10199746169253195,False,0,measured,,False,False,False,False,False
HD 3167 c,HD 3167,2.74,8.33,29.84622,0.1806,548.0,5286.0,-0.9190770764790135,0.03,,2.2332350148592526,3.429014214481137,0.16602278382445193,-2.242366404529551,,1.1095423304384888,0.7464710189552267,0.09667289039725545,False,0,measured,,False,False,False,False,False
HD 332231 b,HD 332231,9.07303305,74.1,18.712024,0.145,798.3,6128.0,0.30792,0.043,,4.318820558770089,2.9812288048828357,0.13540463700620295,1.1654456617563953,0.7726261886569069,0.9001465519520435,0.6419310158041669,0.023684930793395485,False,0,measured,,False,False,False,False,False
HD 332231 b,HD 332231,9.718203,77.55052,18.71204,0.1436,876.0,6089.0,0.30535,0.036,F8,4.363741984666987,2.9812296165698293,0.1341811814660197,1.1783632254053702,0.7785737807647439,0.8211316290068412,0.5994580820468112,0.020171500485049416,False,0,measured,F,False,True,False,False,False
HD 35843 c,HD 35843,2.54,11.32,46.9622,0.25,479.0,5666.0,-0.12494,-0.27,,2.511223958105374,3.8704132006668788,0.22314355131420976,-0.15907854871921123,-0.17325702256166586,1.7546035092070185,1.0132735154446009,0.16491367420670247,False,0,measured,,False,False,False,False,False
HD 5278 b,HD 5278,2.45,7.8,14.339156,0.1202,943.0,6203.0,0.28035,-0.12,F V,2.174751721484161,2.7304087748687644,0.11350724079359488,1.5441225348148557,0.9337858105187296,1.2994585589337773,0.8326736860627912,0.1266215834677847,False,0,measured,F,False,True,False,False,False
HD 6061 b,HD 6061,2.42763557,10.0,5.2549,0.06,1075.31,5934.0,0.05538,-0.05,,2.3978952727983707,1.8333651565808458,0.05826890812397577,1.2241667706151618,0.7993823603643603,1.696809220976229,0.9920693041606689,0.16686333299335063,False,0,measured,,False,False,False,False,False
HD 6061 b,HD 6061,2.45,10.8,5.254467,0.059,1194.0,5920.0,-0.4250018493265817,-0.08,,2.468099531471619,1.8332959284576047,0.05732506661926941,-9.715763450663946,,1.7992503123698456,1.0293516357487125,0.17532219249385575,False,0,measured,,False,False,False,False,False
HD 63433 b,HD 63433,2.14,21.755,7.1079475,0.7977938534948805,967.11,5553.0,-0.1261,-0.07,G5 V,3.124784901468605,2.0928447534824555,0.09293707706667975,-0.015766084523036458,-0.015891691199909443,4.75041488339593,1.7492720058403857,0.5299429979647933,False,0,measured,G,False,False,True,False,False
HD 63433 b,HD 63433,2.16351593,37.3,7.1079384,0.072,886.44,5634.0,-0.11748,0.079,,3.6454498961866,2.0928436311262604,0.06952606264861023,-1.8033876074880273,,7.968721287382255,2.1937431115479136,0.8793057856120092,False,0,measured,,False,False,False,False,False
HD 63433 c,HD 63433,2.692,15.539,20.5438281,-2.371149463635488,678.92,5553.0,-0.1261,-0.07,G5 V,2.8057212282756563,3.0700893764577843,0.15705962749860836,-0.0017847909782498978,-0.001786385615346328,2.1442378386016347,1.1455715201159526,0.19015567487637364,False,0,measured,G,False,False,True,False,False
HD 63433 c,HD 63433,2.58229101,17.2,20.543847,0.146,622.31,5634.0,-0.11748,0.079,,2.9014215940827497,3.070090253738815,0.13627761829254784,-0.43857953449136483,-0.5772851613037046,2.579396346326016,1.2751941678502492,0.23846480341750473,False,0,measured,,False,False,False,False,False
HD 63935 b,HD 63935,2.99,10.8,9.058811,0.04991790327002388,911.0,5534.0,-0.098,0.07,,2.468099531471619,2.308448966831633,0.10685207515807704,-3.1297059921824864,,1.208040178521493,0.7921053250434437,0.09645429725684514,False,0,measured,,False,False,False,False,False
HD 63935 b,HD 63935,2.91575244,10.5,9.058807,0.083,825.22,5513.0,-0.11464,0.107,,2.4423470353692043,2.3084485691702397,0.07973496801885356,-1.3242504482548179,,1.2350598498432543,0.8042680061603534,0.10112272089030028,False,0,measured,,False,False,False,False,False
HD 63935 c,HD 63935,3.06451296,11.1,21.4027,0.148,619.59,5513.0,-0.11464,0.107,,2.4932054526026954,3.1091814873114343,0.1380212978973747,-0.4164883737229475,-0.538690902386243,1.1819525830296649,0.7802201562076019,0.09207675014502388,False,0,measured,,False,False,False,False,False
HD 63935 c,HD 63935,2.9,11.1,21.4023,-2.5096114833005405,684.0,5534.0,-0.098,0.07,,2.4932054526026954,3.109163632161339,0.16092352354891054,-0.0012382354282961792,-0.001239002675204389,1.3198573127229487,0.8415056806501631,0.10865266318750492,False,0,measured,,False,False,False,False,False
HD 73344 b,HD 73344,2.884,10.48,15.611,0.131,911.0,6252.6,-0.6300694881930011,0.143,F6 V,2.4406063908914204,2.81006512650894,0.1231021971339834,-2.9217025096817406,,1.260000654046141,0.8153651026851,0.10430062364275201,False,0,measured,F,False,True,False,False,False
HD 73583 b,HD 73583,2.84,15.9,6.3980661,0.05995,742.7,4582.0,-0.74425,-0.055,K4,2.8273136219290276,2.001218628217603,0.05822173720012449,-16.478990539954143,,1.9713350525689348,1.0890113644635364,0.16571182294366235,False,0,measured,K,False,False,False,True,False
HD 73583 b,HD 73583,2.79,10.2,6.398042,0.0604,714.0,4511.0,-0.7875865327901083,0.0,K4 V,2.4159137783010487,2.001215370604204,0.058646195432733424,-17.1796590344383,,1.3103634331521947,0.8374048425274931,0.11212409550163341,False,0,measured,K,False,False,False,True,False
HD 73583 c,HD 73583,2.39,9.7,18.87974,0.1242,498.0,4511.0,-0.9700547652452751,0.0,K4 V,2.3702437414678603,2.9897011226720793,0.11707167158583756,-5.004298394057999,,1.6981495421998911,0.9925661833065805,0.16962482871360993,False,0,measured,K,False,False,False,True,False
HD 73583 c,HD 73583,2.73,22.5,18.8805,0.1233,517.8,4582.0,-0.74425,-0.055,K4,3.1570004211501135,2.989739351817582,0.11627078166538653,-3.8956759667452405,,3.018959062915107,1.3910229295269334,0.2640012405796789,False,0,measured,K,False,False,False,True,False
HD 77946 b,HD 77946,2.89646124,10.9,6.527363,0.073,1128.86,6007.0,0.30878,0.215,,2.4765384001174837,2.0185447812745543,0.07045846364856141,4.610983611176153,1.7247260359262433,1.2992450040474048,0.8325808099364651,0.10708650015368103,False,0,measured,,False,False,False,False,False
HD 80606 b,HD 80606,11.242627,1307.55262,111.4367,0.4564,405.0,5574.0,-0.6777718162304636,0.34,,7.176676935147119,4.722390396621515,0.37596763731914135,-0.25892999926992655,-0.2996601902260368,10.344835067215598,2.4287625801989003,0.21966818383520267,False,0,measured,,False,False,False,False,False
HD 80653 b,HD 80653,1.613,5.72,0.719573,0.01661,2463.0,5959.0,0.5381947924332771,0.255,,1.9050881545350582,0.5420760041908326,0.016473562692888934,155.23525603319675,5.051362922776654,2.1985041715847946,1.1626832541388117,0.32539008646857337,False,0,measured,,False,False,False,False,False
HD 86226 c,HD 86226,2.16,7.25,3.98442,0.049,1311.0,5863.0,0.07188,0.018,G1 V,2.1102132003465894,1.6063170475975848,0.04783732941416013,2.382352625873685,1.2185715105271302,1.553926611796982,0.9376320225839463,0.17174659824272948,False,0,measured,G,False,False,True,False,False
HD 88986 b,HD 88986,2.49,17.2,146.05,0.58,460.0,5861.0,-0.9965424791251163,0.06,G2 V,2.9014215940827497,4.990772665000004,0.4574248470388754,-0.23573820088260136,-0.26884487951139946,2.774148804051547,1.3281748749055653,0.2659755994200443,False,0,measured,G,False,False,True,False,False
HD 89345 b,HD 89345,6.86,35.7,11.81399,0.105,1053.0,5499.0,0.35603,0.45,,3.6027767550605247,2.550537542820084,0.09984533496971613,2.5697929428121316,1.2725075948972402,0.7586124828940323,0.5645251361372953,0.026400202597041064,False,0,measured,,False,False,False,False,False
HD 89345 b,HD 89345,7.39794,34.9613,11.8143,0.1066,1089.0,5576.0,0.42488,0.421,,3.5824433602291768,2.5505617348360174,0.10129225148187232,2.9753770922529776,1.3801196095823949,0.6388015535234761,0.49396521465417415,0.020614203054778055,False,0,measured,,False,False,False,False,False
HD 89345 b,HD 89345,7.263432,38.45743,11.8143,0.1115,1068.0,5622.0,0.43297,0.436,,3.675222369228663,2.5505617348360174,0.10571045442211421,2.7713935816323643,1.3274445834564408,0.7289479318756402,0.5475130916587124,0.023958853049348226,False,0,measured,,False,False,False,False,False
HD 93963 A b,HD 93963 A,1.35,7.8,1.0391353,0.02085,2042.0,5987.0,0.0983,0.1,G0 V,2.174751721484161,0.712525845447743,0.020635613600071576,17.994158234199187,2.944131470532569,4.279835390946501,1.6638949212750878,0.7568410645430779,False,0,measured,G,False,False,True,False,False
HD 93963 A b,HD 93963 A,1.46954368,2.8,1.0376109,0.02061,1842.23,5908.0,0.06781,0.11,,1.33500106673234,0.7117779940995048,0.020400487757678696,12.70363177226261,2.617660890569058,1.2965612345217181,0.8314128887094003,0.21063082265318747,False,0,measured,,False,False,False,False,False
HD 93963 A c,HD 93963 A,3.11976057,18.4,3.6451389,0.04726,1212.45,5908.0,0.06781,0.11,,2.9652730660692823,1.5358212749403486,0.04617722961775125,2.4159973064478093,1.228469487415418,1.8904939566141408,1.0614274067629583,0.14466564885161795,False,0,measured,,False,False,False,False,False
HD 93963 A c,HD 93963 A,3.228,19.2,3.6451398,0.04813,1344.0,5987.0,0.0983,0.1,G0 V,3.005682604407159,1.5358214686912637,0.04700762400733288,3.3768512502506076,1.476329573224286,1.8426131940317756,1.044723767848545,0.13627369797235256,False,0,measured,G,False,False,True,False,False
HD 95338 b,HD 95338,3.89,42.44,55.087,0.262,385.0,5212.0,-0.3098,0.04,K0.5 V,3.77138067562568,4.026904056620066,0.23269776411902143,-0.3591442906143958,-0.44495094976335847,2.8046338578254173,1.3362197600936703,0.17212262546367885,False,0,measured,K,False,False,False,True,False
HD 97658 b,HD 97658,2.247,7.55,9.4903,0.08,757.0,5170.0,-0.45,-0.23,K1,2.145931282948669,2.3504510206646674,0.07696104113612832,-5.595290968074446,,1.4953429474972217,0.9144261736642614,0.15887264466741483,False,0,measured,K,False,False,False,True,False
HD 97658 b,HD 97658,2.12,8.3,9.4897116,-0.020894905360559157,751.0,5212.0,-0.45469,-0.23,K1 V,2.2300144001592104,2.3503949291799366,0.09684668515643868,-82.87522528498006,,1.846742613029548,1.0461753978266817,0.20796100152035082,False,0,measured,K,False,False,False,True,False
HIP 116454 b,HIP 116454,2.53,10.1,9.0949,0.07765,745.0,5089.0,-0.7731472927530598,-0.16,,2.4069451083182885,2.3120303458217304,0.07478274444368563,-10.203976631629303,,1.5779031073755254,0.9469763193946735,0.14889194422463042,False,0,measured,,False,False,False,False,False
HIP 116454 b,HIP 116454,2.53,11.82,9.1205,0.0906,690.0,5089.0,-0.816022927988572,-0.16,K1,2.551006451492524,2.3145630697534525,0.08672800350982414,-7.911085933469231,,1.8466153197206645,1.0461306814008366,0.1742478000727853,False,0,measured,K,False,False,False,True,False
HIP 116454 b,HIP 116454,2.469,9.7,9.1004157,0.0792,753.2,5048.0,-0.47314,0.0,,2.3702437414678603,2.312576581416071,0.07622002591140908,-6.00246226265969,,1.5912175291147697,0.9521278537157817,0.15385791937611634,False,0,measured,,False,False,False,False,False
HIP 29442 c,TOI-469,1.551,4.5,3.5379559,0.04518,1123.0,5289.0,-0.5099152491033915,0.24,,1.7047480922384253,1.512476668373013,0.044189119387480165,-19.879052589195606,,1.870634406952774,1.054533053062819,0.2879310566579402,False,0,measured,,False,False,False,False,False
HIP 29442 c,TOI-469,1.58,4.5,3.53796,0.0436,1217.0,5289.0,-0.1549,0.24,,1.7047480922384253,1.5124775718630952,0.04267627428043632,-6.484381755779867,,1.8025957378625217,1.03054603697302,0.2723658437441798,False,0,measured,,False,False,False,False,False
HIP 29442 d,TOI-469,1.538,5.14,6.429575,0.0673,920.0,5289.0,-0.6688147831437155,0.24,,1.814824742159051,2.0054686565552964,0.06513209493778223,-11.750757707086139,,2.172953576580126,1.1546628817282307,0.3372915827262098,False,0,measured,,False,False,False,False,False
HIP 29442 d,TOI-469,1.37,5.1,6.42975,0.0649,998.0,5289.0,-0.1549,0.24,,1.8082887711792655,2.0054922107880775,0.06288089803920104,-2.926524472275065,,2.71724652352283,1.3129832123665195,0.473499871333496,False,0,measured,,False,False,False,False,False
HIP 41378 b,HIP 41378,2.595,6.89,15.57208,-1.520061264680547,959.0,6320.0,-0.6039814891875336,-0.1,,2.065596134857783,2.8077193516232475,0.1586396196271217,-0.02080135281846847,-0.021020748779838252,1.0231622246724654,0.7046617451200635,0.09412793389683426,False,0,measured,,False,False,False,False,False
HIP 41378 c,HIP 41378,2.727,4.4,31.70603,-3.7070466907997055,757.0,6320.0,-0.75733734479422,-0.1,,1.6863989535702288,3.4875594645726657,0.20341667171033878,-0.004385543231651653,-0.004395187934874823,0.5916738844156999,0.4647862199657366,0.05179748261998977,False,0,measured,,False,False,False,False,False
HIP 41378 d,HIP 41378,3.54,4.6,278.3618,-10.635302824956273,367.0,6320.0,-1.0342548634626134,-0.1,,1.7227665977411035,5.6325077159294485,0.3673926975096227,-0.0007276423823809478,-0.0007279072425894022,0.367072041878132,0.3126712570687104,0.02475480082022878,False,0,measured,,False,False,False,False,False
HIP 41378 e,HIP 41378,4.92,12.0,369.0,-11.636424597626398,335.0,6320.0,-1.0116221556002696,-0.1,,2.5649493574615367,5.91350300563827,0.3892182438651209,-0.0005945239422147989,-0.0005947007416515371,0.49573666468372,0.4026188377769056,0.0240545550781413,False,0,measured,,False,False,False,False,False
HIP 41378 f,HIP 41378,9.2,12.0,542.07975,-13.171296785743394,294.0,6320.0,-0.8969292994484273,-0.1,,2.5649493574615367,6.2972561783946395,0.41638466255592427,-0.00041142556633223245,-0.00041151022505185245,0.14177693761814747,0.1325857660765156,0.0036789946366890423,False,0,measured,,False,False,False,False,False
HIP 65 A b,HIP 65 A,22.75427,1021.18779,0.9809734,0.01782,1411.0,4590.0,-0.67799,0.18,K4 V,6.929700501437952,0.6835883400644259,0.01766308520550968,-169.90181756912264,,1.972330993284204,1.0893464912075044,0.02069322990769615,False,0,measured,K,False,False,False,True,False
HIP 8152 b,HIP 8152,2.56,7.8,10.75101,0.092,855.0,5530.0,-0.6860669881466598,-0.09,,2.174751721484161,2.463939194342847,0.0880108773227133,-6.450316189491357,,1.190185546875,0.7839862648399398,0.11099057401270719,False,0,measured,,False,False,False,False,False
HIP 8152 b,HIP 8152,2.53625843,8.9,10.751014,0.093,794.96,5618.0,-0.0804,0.007,,2.2925347571405443,2.4639395347390614,0.08892620919440151,-0.7397420178395412,-1.346081900831726,1.3835759348986658,0.868601853724041,0.13023295255175146,False,0,measured,,False,False,False,False,False
HIP 8152 c,HIP 8152,2.48,9.4,19.6053,0.138,699.0,5530.0,-0.8105931002863012,-0.09,,2.341805806147327,3.02554832425771,0.1292723357041392,-3.3871534012484052,,1.5283558792924037,0.9275692414132874,0.14712422963283037,False,0,measured,,False,False,False,False,False
HIP 8152 c,HIP 8152,2.52442508,10.7,19.60562,0.139,650.68,5618.0,-0.0804,0.007,,2.4595888418037104,3.025563854122125,0.1301506844650451,-0.3311437664869412,-0.4021861395365549,1.6790313504919196,0.9854552928052803,0.15878435519091522,False,0,measured,,False,False,False,False,False
