planet_name,host_star_name,radius_earth,pl_radj,mass_earth,pl_massj,orbital_period,semimajor_axis,eq_temp_k,density,star_temp_k,star_luminosity,star_metallicity,star_spectype,habitability_score,stellar_compatibility,orbital_stability,star_A,star_B,star_F,star_G,star_K,star_M,star_Unknown,radius_earth_scaled,mass_earth_scaled,orbital_period_scaled,semimajor_axis_scaled,eq_temp_k_scaled,density_scaled,star_temp_k_scaled,star_luminosity_scaled,star_metallicity_scaled,habitable_binary,habitability_probability,habitability_rank
WASP-107 c,WASP-107,2.42,,196.050555,,1088.0,0.1038,811.0,1.33,4425.0,-0.02687,-0.02,K6,0.6074189989431872,0.9,4.735622844169673,False,False,False,False,True,False,False,0.0,0.0,35.26215281493178,0.0,0.0,0.0,-1.2600492206726823,0.0,0.0,0,2.760234e-05,1450
Kepler-241 c,Kepler-241,2.64,0.23552543,196.050555,,36.06588163,0.1871,397.0,1.33,4702.0,-0.02687,-0.22,G0 V,0.7684422364815011,1.0,2.04742525311108,False,False,False,True,False,False,False,0.1774193548387098,0.0,0.8178915792102215,0.4164115125535823,-1.1728045325779035,0.0,-0.957068635493574,0.0,-0.9523809523809524,0,2.7563488e-05,1451
HD 48948 c,HD 48948,2.42,,196.050555,,38.06,0.1951,553.0,1.33,4593.0,-0.02687,-0.21,K3 V,0.7009003541410153,0.9,2.131263533782116,False,False,False,False,True,False,False,0.0,0.0,0.8831864801662453,0.4564030143594486,-0.7308781869688386,0.0,-1.0762920426579163,0.0,-0.9047619047619048,0,2.7563488e-05,1452
NY Vir c,NY Vir,2.42,,196.050555,,8799.0,0.1038,811.0,1.33,32780.0,1.37508,-0.02,G0 V,0.6074189989431872,1.0,6.818198337517951,False,False,False,True,False,False,False,0.0,0.0,287.7491610319509,0.0,0.0,0.0,29.754443532950507,1.40195,0.0,0,2.7473081e-05,1453
HR 810 b,HR 810,2.42,,1970.5361234,6.2,332.0,0.1038,811.0,1.33,5577.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,3.568450420891524,False,False,False,True,False,False,False,0.0,1774.4855684,10.507882524169696,0.0,0.0,0.0,0.0,0.0,0.0,0,2.7473081e-05,1454
Kepler-65 e,Kepler-65,2.42,,260.0,0.82,258.8,0.1038,811.0,1.33,5577.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,3.3273154352447434,False,False,False,True,False,False,False,0.0,63.949445,8.111040480143526,0.0,0.0,0.0,0.0,0.0,0.0,0,2.7473081e-05,1455
HD 102329 c,HD 102329,2.42,,196.050555,,1123.0,0.1038,811.0,1.33,5577.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,4.7670117861501335,False,False,False,True,False,False,False,0.0,0.0,36.40818384691151,0.0,0.0,0.0,0.0,0.0,0.0,0,2.7473081e-05,1456
HD 99706 c,HD 99706,2.42,,196.050555,,1278.0,0.1038,811.0,1.33,5577.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,4.8952723277085255,False,False,False,True,False,False,False,0.0,0.0,41.48346413139316,0.0,0.0,0.0,0.0,0.0,0.0,0,2.7473081e-05,1457
HIP 67851 c,HIP 67851,2.42,,2002.2,6.3,2200.0,0.1038,811.0,1.33,4890.0,1.244,-0.02,K0 III,0.6074189989431872,0.9,5.435292821575114,False,False,False,False,True,False,False,0.0,1806.149445,71.67319588811623,0.0,0.0,0.0,-0.7514356029532404,1.27087,0.0,0,2.7473081e-05,1458
Kepler-451 c,2MASS J19383260+4603591,2.42,,196.050555,,1460.0,0.1038,811.0,1.33,29564.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,5.027479300621147,False,False,False,True,False,False,False,0.0,0.0,47.44282549768773,0.0,0.0,0.0,26.236806125239266,0.0,0.0,0,2.7473081e-05,1459
HAT-P-2 c,HAT-P-2,2.42,,3400.7639549,10.7,8500.0,0.1038,811.0,1.33,5577.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,6.783664893751086,False,False,False,True,False,False,False,0.0,3204.7133999,277.95878164446697,0.0,0.0,0.0,0.0,0.0,0.0,0,2.7473081e-05,1460
KIC 7917485 b,KIC 7917485,2.42,,196.050555,,840.0,0.1038,811.0,1.33,7067.0,0.99564,-0.02,A,0.6074189989431872,0.3,4.479516255951139,True,False,False,False,False,False,False,0.0,0.0,27.141704359761157,0.0,0.0,0.0,1.6297511621547716,1.02251,0.0,0,2.7473081e-05,1461
eps Eri b,eps Eri,2.42,,247.9074,0.78,2690.0,0.1038,811.0,1.33,5577.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,5.63558214616692,False,False,False,True,False,False,False,0.0,51.85684499999999,87.7176303358324,0.0,0.0,0.0,0.0,0.0,0.0,0,2.7473081e-05,1462
HD 41004 A b,HD 41004 A,2.42,,196.050555,,963.0,0.1038,811.0,1.33,5577.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,4.614718455827542,False,False,False,True,False,False,False,0.0,0.0,31.169184843575614,0.0,0.0,0.0,0.0,0.0,0.0,0,2.7473081e-05,1463
HD 116029 c,HD 116029,2.42,,196.050555,,907.0,0.1038,811.0,1.33,5577.0,-0.02687,-0.02,G0 V,0.6074189989431872,1.0,4.555418860050644,False,False,False,True,False,False,False,0.0,0.0,29.335535192408056,0.0,0.0,0.0,0.0,0.0,0.0,0,2.7473081e-05,1464
Kepler-1351 b,Kepler-1351,0.6,0.05352851,196.050555,,0.916140768,0.0156,1210.0,1.33,4374.0,-0.02687,-0.34,G0 V,0.5524839532199862,1.0,0.0141906310113887,False,False,False,True,False,False,False,-1.4677419354838706,0.0,-0.3330425291868589,-0.4409063074096754,1.1303116147308785,0.0,-1.3158326497128794,0.0,-1.523809523809524,0,2.7458858e-05,1465
Kepler-1579 b,Kepler-1579,0.59,0.05263637,196.050555,,0.849906734,0.014,1139.0,1.33,4296.0,-0.02687,-1.0,G0 V,0.5653239628756183,1.0,0.0118284613841311,False,False,False,True,False,False,False,-1.475806451612903,0.0,-0.3352112794250646,-0.4489046077708487,0.9291784702549576,0.0,-1.4011484823625924,0.0,-4.666666666666667,0,2.7458858e-05,1466
Kepler-388 b,Kepler-388,0.91,0.0811849,196.050555,,3.17323306,0.0362,830.0,1.33,4500.0,-0.02687,-0.32,G0 V,0.6917282294990442,1.0,0.1087387361348146,False,False,False,True,False,False,False,-1.2177419354838706,0.0,-0.2591368775104519,-0.3379281902595697,0.0538243626062322,0.0,-1.1780147662018048,0.0,-1.4285714285714286,0,2.7458858e-05,1467
Kepler-303 b,Kepler-303,0.95,0.08475347,196.050555,,1.937032068,0.0245,794.0,1.33,3944.0,-0.02687,-0.36,G0 V,0.7084339346876031,1.0,0.0463655945755747,False,False,False,True,False,False,False,-1.1854838709677418,0.0,-0.2996147260417696,-0.3964157616506492,-0.0481586402266288,0.0,-1.7861635220125789,0.0,-1.619047619047619,0,2.7458858e-05,1468
Kepler-876 b,Kepler-876,1.45,0.12936056,196.050555,,5.14438011,0.0563,864.0,1.33,5192.0,-0.02687,0.16,G0 V,0.6513736214406133,1.0,0.2543542700933218,False,False,False,True,False,False,False,-0.7822580645161289,0.0,-0.1945941435705863,-0.2374495419723308,0.1501416430594901,0.0,-0.4211101996171725,0.0,0.8571428571428571,0,2.7405622e-05,1469
Kepler-629 b,Kepler-629,1.43,0.12757627,196.050555,,7.2385854,0.0706,846.0,1.33,5441.0,-0.02687,0.04,G0 V,0.6584211989196759,1.0,0.4128008881851149,False,False,False,True,False,False,False,-0.7983870967741934,0.0,-0.1260220221512691,-0.1659647324943449,0.0991501416430594,0.0,-0.1487558107738583,0.0,0.2857142857142857,0,2.7405622e-05,1470
Kepler-1688 b,Kepler-1688,1.45,0.12936056,196.050555,,5.62006198,0.0577,772.0,1.33,4868.0,-0.02687,0.14,G0 V,0.6810337039762608,1.0,0.2808670852740108,False,False,False,True,False,False,False,-0.7822580645161289,0.0,-0.1790185383028678,-0.2304510291563042,-0.1104815864022662,0.0,-0.7754990429313645,0.0,0.761904761904762,0,2.7405622e-05,1471
Kepler-332 b,Kepler-332,1.45,0.12936056,196.050555,,7.62634063,0.0705,792.0,1.33,5141.0,-0.02687,0.07,G0 V,0.6742571090815362,1.0,0.4302598386810651,False,False,False,True,False,False,False,-0.7822580645161289,0.0,-0.1133254642543424,-0.1664646262669183,-0.0538243626062322,0.0,-0.4768936286573694,0.0,0.4285714285714286,0,2.7405622e-05,1472
K2-201 b,K2-201,1.40006712,0.12490562,196.050555,,1.05979,0.1038,811.0,1.33,5507.0,-0.02687,0.13,G0 V,0.6719270833886166,1.0,0.1043656026960207,False,False,False,True,False,False,False,-0.8225265161290319,0.0,-0.3283389155413716,0.0,0.0,0.0,-0.0765654908394859,0.0,0.7142857142857143,0,2.7405622e-05,1473
Kepler-1743 b,Kepler-1743,1.43,0.12757627,196.050555,,7.64970832,0.0822,1144.0,1.33,5855.0,-0.02687,0.4,G0 V,0.5811553963255397,1.0,0.4878472457365793,False,False,False,True,False,False,False,-0.7983870967741934,0.0,-0.1125603186004657,-0.1079770548758389,0.943342776203966,0.0,0.3040743779053869,0.0,2.0000000000000004,0,2.7405622e-05,1474
K2-219 c,K2-219,1.43839723,0.12832521,196.050555,,6.66767,0.1038,811.0,1.33,5753.0,-0.02687,0.13,G0 V,0.6688997627317707,1.0,0.5259728112992406,False,False,False,True,False,False,False,-0.7916151370967739,0.0,-0.1447159297237011,0.0,0.0,0.0,0.1925075198249931,0.0,0.7142857142857143,0,2.7405622e-05,1475
Kepler-1921 c,Kepler-1921,1.41,0.12579199,196.050555,,3.15722086,0.0454,1791.0,1.33,6120.0,-0.02687,0.02,G0 V,0.4771913563867057,1.0,0.1339519028611986,False,False,False,True,False,False,False,-0.8145161290322579,0.0,-0.2596611768844594,-0.2919379631828236,2.776203966005666,0.0,0.593929450369155,0.0,0.1904761904761905,0,2.7405622e-05,1476
Kepler-1895 b,Kepler-1895,1.41,0.12579199,196.050555,,6.0703203,0.0617,796.0,1.33,5076.0,-0.02687,0.1,G0 V,0.6760892868810592,1.0,0.3181182293968527,False,False,False,True,False,False,False,-0.8145161290322579,0.0,-0.1642753952420948,-0.2104552782533711,-0.0424929178470254,0.0,-0.5479901558654635,0.0,0.5714285714285715,0,2.7405622e-05,1477
Kepler-763 c,Kepler-763,1.42,0.12668413,196.050555,,4.09667624,0.0466,938.0,1.33,4999.0,-0.02687,0.18,G0 V,0.6322513954344803,1.0,0.1747136169927744,False,False,False,True,False,False,False,-0.8064516129032256,0.0,-0.2288998906375935,-0.2859392379119437,0.3597733711048159,0.0,-0.632212195788898,0.0,0.9523809523809524,0,2.7405622e-05,1478
Kepler-1968 b,Kepler-1968,1.42,0.12668413,196.050555,,7.28122373,0.0696,743.0,1.33,5009.0,-0.02687,0.18,G0 V,0.6936474789268348,1.0,0.4099703917980259,False,False,False,True,False,False,False,-0.8064516129032256,0.0,-0.1246258835989322,-0.1709636702200782,-0.1926345609065155,0.0,-0.6212742685261143,0.0,0.9523809523809524,0,2.7405622e-05,1479
Kepler-355 b,Kepler-355,1.45,0.12936056,196.050555,,11.0317836,0.0971,840.0,1.33,5739.0,-0.02687,0.14,G0 V,0.6587518912138721,1.0,0.7281214806226028,False,False,False,True,False,False,False,-0.7822580645161289,0.0,-0.0018185122184222,-0.0334928827624129,0.0821529745042493,0.0,0.1771944216570959,0.0,0.761904761904762,0,2.7405622e-05,1480
Kepler-160 d,Kepler-160,2.42,,100.0,0.31463361,30.0,0.17,811.0,1.33,5471.0,0.00432,-0.02,G0 V,0.6074189989431872,1.0,1.8082887711792657,False,False,False,True,False,False,False,0.0,-96.050555,0.6192719053731996,0.3309296774435433,0.0,0.0,-0.1159420289855072,0.03119,0.0,0,2.7355252e-05,1481
HIP 5763 b,HIP 5763,2.42,,196.050555,,30.014,0.17,811.0,1.33,5577.0,-0.02687,-0.02,K6 V,0.6074189989431872,0.9,1.808678859019536,False,False,False,False,True,False,False,0.0,0.0,0.6197303177859915,0.3309296774435433,0.0,0.0,0.0,0.0,0.0,0,2.7355252e-05,1482
pi Men d,HD 39091,2.42,,196.050555,,124.64,0.1038,811.0,1.33,5998.0,-0.02687,0.09,G0 V,0.6074189989431872,1.0,2.6345925200275078,False,False,False,True,False,False,False,0.0,0.0,3.71813981584638,0.0,0.0,0.0,0.4604867377631939,0.0,0.5238095238095238,0,2.7227543e-05,1483
Kepler-289 c,Kepler-289,11.54527,1.03,133.4886,0.42,125.865,0.1038,811.0,1.33,6326.0,-0.02687,0.33,G0 V,0.4193909053006249,1.0,2.6436742978527445,False,False,False,True,False,False,False,7.359088709677418,-62.56195500000001,3.75825090196567,0.0,0.0,0.0,0.8192507519824993,0.0,1.666666666666667,0,2.7227543e-05,1484
Kepler-1390 b,Kepler-1390,0.92,0.08207704,196.050555,,6.48021673,0.0647,872.0,1.33,5662.0,-0.02687,-0.34,G0 V,0.6793181743400029,1.0,0.3501426707239852,False,False,False,True,False,False,False,-1.2096774193548383,0.0,-0.1508538515655889,-0.1954584650761713,0.1728045325779036,0.0,0.0929723817336614,0.0,-1.523809523809524,0,2.720055e-05,1485
Kepler-37 b,Kepler-37,0.3098,0.02763855,0.79,0.00248562,13.36702,0.1019,718.0,140.0,5357.0,-0.02687,-0.36,G0 V,0.5994934459871997,1.0,0.8595507736223945,False,False,False,True,False,False,False,-1.7017741935483868,-195.260555,0.0746458701075383,-0.0094979816788932,-0.263456090651558,138.67,-0.2406343997812414,0.0,-1.619047619047619,0,2.720055e-05,1486
Kepler-1398 b,Kepler-1398,0.77,0.06869492,196.050555,,2.78815679,0.039,1382.0,1.33,6245.0,-0.02687,-0.3,G0 V,0.5438056820684366,1.0,0.1032225351343675,False,False,False,True,False,False,False,-1.3306451612903225,0.0,-0.2717457162275662,-0.3239311646275166,1.6175637393767706,0.0,0.7306535411539513,0.0,-1.3333333333333333,0,2.720055e-05,1487
Kepler-783 b,Kepler-783,0.93,0.08296919,196.050555,,4.29264638,0.0487,1218.0,1.33,5775.0,-0.02687,-0.34,G0 V,0.5917210574804789,1.0,0.1898364811388286,False,False,False,True,False,False,False,-1.201612903225806,0.0,-0.2224830945866961,-0.2754414686879038,1.1529745042492918,0.0,0.2165709598031173,0.0,-1.523809523809524,0,2.720055e-05,1488
Kepler-1909 b,Kepler-1909,0.96,0.08564561,196.050555,,2.39162484,0.0306,1030.0,1.33,4935.0,-0.02687,-0.42,G0 V,0.6384386255862915,1.0,0.0706296699648965,False,False,False,True,False,False,False,-1.1774193548387095,0.0,-0.2847296567953215,-0.3659222415236762,0.6203966005665722,0.0,-0.7022149302707137,0.0,-1.9047619047619049,0,2.720055e-05,1489
Kepler-1443 b,Kepler-1443,0.79,0.0704792,196.050555,,2.41811321,0.0356,1572.0,1.33,6379.0,-0.02687,-0.3,G0 V,0.5154550032251394,1.0,0.0825793310541158,False,False,False,True,False,False,False,-1.3145161290322578,0.0,-0.283862328395134,-0.3409275528950098,2.155807365439093,0.0,0.877221766475253,0.0,-1.3333333333333333,0,2.720055e-05,1490
Kepler-431 c,Kepler-431,0.92,0.08207704,196.050555,,8.70337044,0.0855,1231.0,1.33,6293.0,-0.02687,-0.3,G0 V,0.5880643457484079,1.0,0.5562605497681865,False,False,False,True,False,False,False,-1.2096774193548383,0.0,-0.0780594761221358,-0.091480560380919,1.1898016997167138,0.0,0.7831555920153132,0.0,-1.3333333333333333,0,2.720055e-05,1491
Kepler-322 b,Kepler-322,0.96,0.08564561,196.050555,,1.653893465,0.0247,1403.0,1.33,5496.0,-0.02687,-0.46,G0 V,0.5587493982339161,1.0,0.0400388097531945,False,False,False,True,False,False,False,-1.1774193548387095,0.0,-0.3088857439100378,-0.3954159741055025,1.6770538243626063,0.0,-0.0885972108285479,0.0,-2.095238095238096,0,2.720055e-05,1492
Kepler-1566 b,Kepler-1566,0.68,0.06066564,196.050555,,0.539915238,0.0118,1727.0,1.33,5166.0,-0.02687,-0.42,G0 V,0.4818194418821688,1.0,0.006350790778189,False,False,False,True,False,False,False,-1.4032258064516123,0.0,-0.3453615615412308,-0.4599022707674619,2.594900849858357,0.0,-0.4495488105004102,0.0,-1.9047619047619049,0,2.720055e-05,1493
Kepler-1398 c,Kepler-1398,0.84,0.07493991,196.050555,,4.13827595,0.0508,1211.0,1.33,6245.0,-0.02687,-0.3,G0 V,0.5841336440393585,1.0,0.1908058120476467,False,False,False,True,False,False,False,-1.2741935483870963,0.0,-0.2275377603924119,-0.2649436994638639,1.13314447592068,0.0,0.7306535411539513,0.0,-1.3333333333333333,0,2.720055e-05,1494
Kepler-444 b,Kepler-444,0.5,0.04460709,196.050555,,3.60011712,0.0407,938.0,1.33,5051.0,-0.02687,-0.36,G0 V,0.594699561471724,1.0,0.1367354251618725,False,False,False,True,False,False,False,-1.5483870967741933,0.0,-0.2451590952299519,-0.31543297049377,0.3597733711048159,0.0,-0.5753349740224227,0.0,-1.619047619047619,0,2.720055e-05,1495
Kepler-431 b,Kepler-431,0.97,0.08653775,196.050555,,6.80252171,0.0725,1337.0,1.33,6293.0,-0.02687,-0.3,G0 V,0.5716366912343038,1.0,0.4009099651626399,False,False,False,True,False,False,False,-1.1693548387096773,0.0,-0.1403003798844002,-0.1564667508154517,1.4900849858356942,0.0,0.7831555920153132,0.0,-1.3333333333333333,0,2.720055e-05,1496
Kepler-882 b,Kepler-882,0.96,0.08564561,196.050555,,3.989539666,0.0451,901.0,1.33,5208.0,-0.02687,-0.38,G0 V,0.6746081851364234,1.0,0.1654536221677906,False,False,False,True,False,False,False,-1.1774193548387095,0.0,-0.2324079431651362,-0.2934376445005436,0.254957507082153,0.0,-0.4036095159967186,0.0,-1.7142857142857142,0,2.720055e-05,1497
Kepler-495 c,Kepler-495,0.8,0.07137134,196.050555,,5.8966109,0.0584,822.0,1.33,5332.0,-0.02687,-0.42,G0 V,0.680768992022154,1.0,0.2959196080210816,False,False,False,True,False,False,False,-1.3064516129032255,0.0,-0.1699632913262827,-0.2269517727482909,0.0311614730878186,0.0,-0.2679792179382007,0.0,-1.9047619047619049,0,2.720055e-05,1498
Kepler-1312 c,Kepler-1312,0.84,0.07493991,196.050555,,1.116128999,0.02,1565.0,1.33,5674.0,-0.02687,-0.38,G0 V,0.5214981174730435,1.0,0.0220770779672118,False,False,False,True,False,False,False,-1.2741935483870963,0.0,-0.3264941657938094,-0.418910981416449,2.1359773371104818,0.0,0.1060978944490019,0.0,-1.7142857142857142,0,2.720055e-05,1499
Kepler-62 c,Kepler-62,0.54,0.048,4.0,0.013,12.4417,0.0929,578.0,1.33,4925.0,-0.678,-0.37,K2 V,0.7266684777410048,0.9,0.7681776231783568,False,False,False,False,True,False,False,-1.5161290322580645,-192.050555,0.044347429121496,-0.0544884212104928,-0.660056657223796,0.0,-0.7131528575334974,-0.6511300000000001,-1.6666666666666663,0,2.720055e-05,1500
Kepler-1464 c,Kepler-1464,0.89,0.07940062,196.050555,,5.32786292,0.0548,1023.0,1.33,5638.0,-0.02687,-0.42,G0 V,0.6331209360970971,1.0,0.256165776561407,False,False,False,True,False,False,False,-1.233870967741935,0.0,-0.1885862294535909,-0.2449479485609308,0.6005665722379604,0.0,0.0667213563029805,0.0,-1.9047619047619049,0,2.720055e-05,1501
Kepler-1278 b,Kepler-1278,0.77,0.06869492,196.050555,,3.23941775,0.0419,1213.0,1.33,6075.0,-0.02687,-0.46,G0 V,0.5757492525238848,1.0,0.1272770280575621,False,False,False,True,False,False,False,-1.3306451612903225,0.0,-0.2569697429795388,-0.3094342452228901,1.1388101983002832,0.0,0.5447087776866284,0.0,-2.095238095238096,0,2.720055e-05,1502
Kepler-1787 b,Kepler-1787,2.14,0.19091834,196.050555,,39.3134832,0.227,540.0,1.33,6060.0,-0.02687,-0.22,G0 V,0.7241831198255371,1.0,2.294972257395367,False,False,False,True,False,False,False,-0.225806451612903,0.0,0.9242302128881096,0.6158691278103403,-0.7677053824362606,0.0,0.5283018867924528,0.0,-0.9523809523809524,0,2.7101174e-05,1503
Kepler-371 b,Kepler-371,1.69,0.15077196,196.050555,,34.7629923,0.2085,560.0,1.33,6038.0,-0.02687,-0.22,G0 V,0.7472198434079111,1.0,2.109980918165112,False,False,False,True,False,False,False,-0.5887096774193548,0.0,0.775230104826928,0.5233887798842745,-0.7110481586402266,0.0,0.5042384468143287,0.0,-0.9523809523809524,0,2.7101174e-05,1504
Kepler-1157 b,Kepler-1157,0.96,0.08564561,196.050555,,4.45743164,0.0448,732.0,1.33,4487.0,-0.02687,-0.44,G0 V,0.7322726378842416,1.0,0.1820656386096894,False,False,False,True,False,False,False,-1.1774193548387095,0.0,-0.2170874082560433,-0.2949373258182636,-0.2237960339943343,0.0,-1.1922340716434237,0.0,-2.0,0,2.7087353e-05,1505
Kepler-388 c,Kepler-388,0.96,0.08564561,196.050555,,13.29706969,0.094,515.0,1.33,4500.0,-0.02687,-0.32,G0 V,0.83224478362732,1.0,0.8108966827029757,False,False,False,True,False,False,False,-1.1774193548387095,0.0,0.0723554350802068,-0.0489895897121861,-0.8385269121813032,0.0,-1.1780147662018048,0.0,-1.4285714285714286,0,2.7087353e-05,1506
Kepler-260 c,Kepler-260,1.75,0.15612481,196.050555,,76.0498163,0.329,372.0,1.33,5251.0,-0.02687,-0.02,G0 V,0.849090054842361,1.0,3.258880444636389,False,False,False,True,False,False,False,-0.5403225806451611,0.0,2.1271152909950803,1.1257607758351351,-1.2436260623229465,0.0,-0.3565764287667487,0.0,0.0,0,2.703133e-05,1507
GJ 674 b,GJ 674,2.42,,196.050555,,4.6938,0.039,811.0,1.33,3600.0,-1.796,-0.28,M2.5,0.6074189989431872,0.5,0.1681027807430083,False,False,False,False,False,True,False,0.0,0.0,-0.2093478232406674,-0.3239311646275166,0.0,0.0,-2.162428219852338,-1.76913,-1.238095238095238,0,2.6978561e-05,1508
HD 63433 c,HD 63433,2.692,0.24,15.539,0.04889116,20.5438281,0.1038,678.92,4.63,5553.0,-0.1261,-0.07,G5 V,0.6364525844493653,1.0,1.1418152406278694,False,False,False,True,False,False,False,0.2193548387096775,-180.511555,0.3096414356264942,0.0,-0.3741643059490086,3.3,-0.0262510254306808,-0.0992299999999999,-0.2380952380952381,0,2.6963515e-05,1509
Kepler-1444 b,Kepler-1444,1.84,0.16415409,196.050555,,33.42035034,0.2026,542.0,1.33,5838.0,-0.02687,-0.08,G0 V,0.7442469628900027,1.0,2.050394092206492,False,False,False,True,False,False,False,-0.4677419354838708,0.0,0.731266980512697,0.4938950473024482,-0.7620396600566572,0.0,0.2854799015586546,0.0,-0.2857142857142857,0,2.6948295e-05,1510
Kepler-1010 b,Kepler-1010,2.47,0.22035902,196.050555,,34.2685705,0.1925,498.0,1.33,5325.0,-0.02687,-0.08,G0 V,0.7237267331134819,1.0,2.027713918939328,False,False,False,True,False,False,False,0.0403225806451615,0.0,0.759040884093006,0.4434057762725421,-0.886685552407932,0.0,-0.2756357670221493,0.0,-0.2857142857142857,0,2.6948295e-05,1511
K2-239 d,K2-239,1.1,0.09813543,196.050555,,10.115,0.0685,399.0,1.33,3420.0,-1.79588,-0.1,M3.0 V,0.8974602541634712,0.5,0.5264297437699791,False,False,False,False,False,True,False,-1.0645161290322578,0.0,-0.031837439510139,-0.1764625017183848,-1.1671388101983002,0.0,-2.359310910582445,-1.76901,-0.380952380952381,0,2.691211e-05,1512
Gaia-4 b,Gaia-4,2.42,,3750.3752026,11.8,571.3,0.1038,811.0,1.33,4034.0,-0.99957,0.05,G0 V,0.6074189989431872,1.0,4.099347692334688,False,False,False,True,False,False,False,0.0,3554.3246476000004,18.343460408533936,0.0,0.0,0.0,-1.6877221766475252,-0.9727,0.3333333333333333,0,2.6908416e-05,1513
Kepler-687 b,Kepler-687,3.41,0.30422035,196.050555,,20.50588921,0.1326,518.0,1.33,4905.0,-0.02687,-0.04,G0 V,0.6669070862095875,1.0,1.313476570351886,False,False,False,True,False,False,False,0.7983870967741936,0.0,0.3083991743333838,0.1439694065011184,-0.830028328611898,0.0,-0.7350287120590648,0.0,-0.0952380952380952,0,2.6800497e-05,1514
HD 222076 b,HD 222076,2.42,,196.050555,,873.04,0.1038,811.0,1.33,4879.0,0.98,0.08,K1 III,0.6074189989431872,0.9,4.517666527847977,False,False,False,False,True,False,False,0.0,0.0,28.22355765395001,0.0,0.0,0.0,-0.7634673229423025,1.00687,0.4761904761904762,0,2.6782405e-05,1515
Kepler-94 c,Kepler-94,2.42,,3126.0,9.836,820.3,0.1038,811.0,1.33,4781.0,-0.02687,0.34,G0 V,0.6074189989431872,1.0,4.456056764512255,False,False,False,True,False,False,False,0.0,2929.949445,26.49665260747542,0.0,0.0,0.0,-0.8706590101175827,0.0,1.7142857142857146,0,2.6782405e-05,1516
Kepler-68 d,Kepler-68,2.42,,267.0,0.84007174,625.0,0.1038,811.0,1.33,5793.0,-0.02687,0.12,G0 V,0.6074189989431872,1.0,4.187759006861526,False,False,False,True,False,False,False,0.0,70.949445,20.101799449028547,0.0,0.0,0.0,0.2362592288761279,0.0,0.6666666666666666,0,2.6782405e-05,1517
Kepler-1513 c,Kepler-1513,2.42,,84.54235626,0.266,841.4,0.1038,811.0,1.33,5491.0,-0.12901,0.17,G V,0.6074189989431872,1.0,4.481162668375163,False,False,False,True,False,False,False,0.0,-111.50819874,27.18754560104034,0.0,0.0,0.0,-0.0940661744599398,-0.10214,0.9047619047619048,0,2.6782405e-05,1518
Kepler-48 e,Kepler-48,2.42,,657.0,2.067,982.0,0.1038,811.0,1.33,5194.0,-0.02687,0.17,G0 V,0.6074189989431872,1.0,4.634064689962489,False,False,False,True,False,False,False,0.0,460.949445,31.79131597522176,0.0,0.0,0.0,-0.4189226141646158,0.0,0.9047619047619048,0,2.6782405e-05,1519
HD 160691 e,HD 160691,2.42,,2224.798849,7.0,307.9,0.1038,811.0,1.33,5773.0,-0.02687,0.28,G3 IV-V,0.6074189989431872,1.0,3.495295311837203,False,False,False,True,False,False,False,0.0,2028.748294,9.718758299292226,0.0,0.0,0.0,0.2143833743505605,0.0,1.4285714285714288,0,2.6782405e-05,1520
Kepler-139 e,Kepler-139,2.42,,378.0,1.189321,1904.0,0.1038,811.0,1.33,5630.0,-0.02687,0.35,G0 V,0.6074189989431872,1.0,5.291469976590592,False,False,False,True,False,False,False,0.0,181.949445,61.981047731944834,0.0,0.0,0.0,0.0579710144927536,0.0,1.761904761904762,0,2.6782405e-05,1521
Kepler-139 f,Kepler-139,2.42,,36.0,0.11326867,355.0,0.1038,811.0,1.33,5630.0,-0.02687,0.35,G0 V,0.6074189989431872,1.0,3.633604559455181,False,False,False,True,False,False,False,0.0,-160.050555,11.26098863089923,0.0,0.0,0.0,0.0579710144927536,0.0,1.761904761904762,0,2.6782405e-05,1522
TOI-1694 c,TOI-1694,2.42,,196.050555,,389.2,0.1038,811.0,1.33,5066.4,-0.02687,0.12,G0 V,0.6074189989431872,1.0,3.72325575974279,False,False,False,True,False,False,False,0.0,0.0,12.380824667862276,0.0,0.0,0.0,-0.5584905660377363,0.0,0.6666666666666666,0,2.6782405e-05,1523
HD 33844 c,HD 33844,2.42,,196.050555,,904.66,0.1038,811.0,1.33,4909.0,1.17,0.13,K0 III,0.6074189989431872,0.9,4.552862777560677,False,False,False,False,True,False,False,0.0,0.0,29.258914831984267,0.0,0.0,0.0,-0.7306535411539513,1.19687,0.7142857142857143,0,2.6782405e-05,1524
HD 17092 b,HD 17092,2.42,,196.050555,,359.9,0.1038,811.0,1.33,4650.0,-0.02687,0.22,K0 III,0.6074189989431872,0.9,3.646953204294821,False,False,False,False,True,False,False,0.0,0.0,11.42143297537639,0.0,0.0,0.0,-1.0139458572600493,0.0,1.1428571428571428,0,2.6782405e-05,1525
