planet_name,host_star_name,radius_earth,pl_radj,mass_earth,pl_massj,orbital_period,semimajor_axis,eq_temp_k,density,star_temp_k,star_luminosity,star_metallicity,star_spectype,habitability_score,stellar_compatibility,orbital_stability,star_A,star_B,star_F,star_G,star_K,star_M,star_Unknown,radius_earth_scaled,mass_earth_scaled,orbital_period_scaled,semimajor_axis_scaled,eq_temp_k_scaled,density_scaled,star_temp_k_scaled,star_luminosity_scaled,star_metallicity_scaled,habitable_binary,habitability_probability,habitability_rank
TOI-2977 b,TOI-2977,13.15934334,1.174,533.95172376,1.68,2.3505614,0.03386,1544.0,1.28,5691.0,0.03703,0.013,G0 V,0.3082528950956983,1.0,0.0765813477691316,False,False,False,True,False,False,False,8.660760758064514,337.90116876,-0.2860742275530311,-0.3496257045377857,2.076487252124646,-0.05,0.1246923707957342,0.0639,0.1571428571428571,0,9.466893e-06,3714
TOI-1855 b,TOI-1855,18.49481816,1.65,360.09958513,1.133,1.36414864,0.02398,1701.0,0.31,5359.0,-0.09474,0.399,G0 V,0.2692917196562464,1.0,0.0321886270318501,False,False,False,True,False,False,False,12.963563032258062,164.04903012999998,-0.3183730742187674,-0.3990152092680305,2.5212464589235126,-1.02,-0.2384468143286847,-0.06787,1.9952380952380957,0,9.466893e-06,3715
TOI-3331 A b,TOI-3331 A,12.97999965,1.158,721.47048389,2.27,2.0180231,0.03144,1488.0,1.82,5609.0,-0.09313,0.148,G0 V,0.3145560570152444,1.0,0.0615151863357556,False,False,False,True,False,False,False,8.516128749999998,525.4199288899999,-0.2969627764422249,-0.3617231338340603,1.9178470254957507,0.49,0.0350013672409078,-0.06626,0.7999999999999999,0,9.466893e-06,3716
Kepler-685 b,Kepler-685,9.74,0.86894609,196.050555,,1.6255222,0.0272,1572.0,1.33,5717.0,-0.02687,0.18,G0 V,0.3308216565930939,1.0,0.0432646445066653,False,False,False,True,False,False,False,5.903225806451612,0.0,-0.3098147253416526,-0.3829186297911693,2.155807365439093,0.0,0.1531309816789718,0.0,0.9523809523809524,0,9.466893e-06,3717
TOI-132 b,TOI-132,3.42,0.30511196,22.4,0.07047793,2.1097019,0.026,1395.0,3.08,5397.0,-0.22185,0.16,G8 V,0.4494891661578264,1.0,0.0534007091583129,False,False,False,True,False,False,False,0.8064516129032256,-173.650555,-0.2939608693058059,-0.3889173550620493,1.6543909348441923,1.75,-0.1968826907301066,-0.19498,0.8571428571428571,0,9.466893e-06,3718
TOI-1853 b,TOI-1853,3.46,0.30868106,73.2,0.23031296,1.2436258,0.0213,1479.0,9.74,4985.0,-0.43227,0.11,K2.5 V,0.4368049876175596,0.9,0.0261444650106997,False,False,False,False,True,False,False,0.8387096774193548,-122.850555,-0.3223194432102624,-0.4124123623729957,1.8923512747875355,8.41,-0.6475252939567951,-0.4054,0.6190476190476191,0,9.466893e-06,3719
WASP-97 b,WASP-97,12.67,1.13,419.52,1.32,2.07276,0.03303,1555.0,1.21,5640.0,-0.02687,0.23,G5,0.3103626821660487,1.0,0.0662214131551052,False,False,False,True,False,False,False,8.266129032258062,223.469445,-0.2951704854138143,-0.3537748228501443,2.1076487252124645,-0.1200000000000001,0.0689089417555373,0.0,1.1904761904761905,0,9.466893e-06,3720
HD 63454 b,HD 63454,12.31,1.098,196.050555,,2.818049,0.0368,811.0,1.33,4840.0,-0.02687,0.06,G0 V,0.41237759942363,1.0,0.0986719800706856,False,False,False,True,False,False,False,7.975806451612902,0.0,-0.2707669333625818,-0.3349288276241299,0.0,0.0,-0.8061252392671588,0.0,0.380952380952381,0,9.466893e-06,3721
TOI-1288 b,TOI-1288,4.96846551,0.44325757,44.1,0.13875412,2.6998279,0.0374,1203.44,1.97,5388.0,-0.1549,0.257,G0 V,0.4401691645197989,1.0,0.0961948460626191,False,False,False,True,False,False,False,2.055214120967741,-151.950555,-0.2746379347692898,-0.3319294649886898,1.1117280453257792,0.6399999999999999,-0.2067268252666119,-0.12803,1.3190476190476192,0,9.466893e-06,3722
TOI-332 b,TOI-332,3.2,0.28548537,57.2,0.17997133,0.777038,0.0159,1871.0,9.6,5251.0,-0.02687,0.256,K0 V,0.3991796251299558,0.9,0.0122792052356599,False,False,False,False,True,False,False,0.6290322580645162,-138.850555,-0.3375972745800668,-0.4394066260919554,3.002832861189802,8.27,-0.3565764287667487,0.0,1.3142857142857145,0,9.466893e-06,3723
CoRoT-12 b,CoRoT-12,15.13215,1.35,281.91521,0.887,2.828042,0.0394,1410.0,0.448,5675.0,-0.02687,0.16,G0 V,0.3093218676639612,1.0,0.1056428451191129,False,False,False,True,False,False,False,10.25173387096774,85.864655,-0.2704397251310797,-0.3219315895372234,1.6968838526912182,-0.8820000000000001,0.1071916871752802,0.0,0.8571428571428571,0,9.466893e-06,3724
Kepler-1446 b,Kepler-1446,1.86,0.16593837,196.050555,,0.689967832,0.0151,2304.0,1.33,4854.0,-0.02687,0.56,G0 V,0.4038876135947571,1.0,0.0103646155830211,False,False,False,True,False,False,False,-0.4516129032258062,0.0,-0.3404482778511435,-0.4434057762725421,4.229461756373937,0.0,-0.7908121410992617,0.0,2.7619047619047623,0,9.466893e-06,3725
HATS-54 b,HATS-54,11.960003,1.067,241.5508,0.76,2.5441828,0.03763,1625.0,0.77,5702.0,0.21245,0.396,G0 V,0.3088941008241732,1.0,0.0914277426748225,False,False,False,True,False,False,False,7.693550806451612,45.50024500000001,-0.279734338042878,-0.3307797093117712,2.305949008498584,-0.56,0.1367240907847962,0.23932,1.9809523809523808,0,9.466893e-06,3726
HD 330075 b,HD 330075,2.42,,196.050555,,3.38773,0.039,990.0,1.33,5017.0,-0.33,0.08,K1,0.5603096863232027,0.9,0.1240932796778616,False,False,False,False,True,False,False,0.0,0.0,-0.2521134446674606,-0.3239311646275166,0.5070821529745042,0.0,-0.6125239267158873,-0.30313,0.4761904761904762,0,9.466893e-06,3727
HATS-57 b,HATS-57,12.767051,1.139,1000.21101,3.147,2.350621,0.03493,1413.4,2.65,5587.0,-0.0942,0.268,G0 V,0.3232722869568538,1.0,0.0789102434748698,False,False,False,True,False,False,False,8.344395967741935,804.160455,-0.2860722760259023,-0.344276841171251,1.7065155807365442,1.3199999999999998,0.0109379272627837,-0.06733,1.3714285714285717,0,9.466893e-06,3728
CoRoT-14 b,CoRoT-14,11.410762,1.018,2437.7561,7.67,1.51214,0.02687,1936.0,9.0,6035.0,-0.02687,0.05,G0 V,0.2885160057044822,1.0,0.0398274538566004,False,False,False,True,False,False,False,7.250614516129031,2241.7055450000003,-0.3135272830466278,-0.3845682792406613,3.186968838526912,7.67,0.5009570686354936,0.0,0.3333333333333333,0,9.466893e-06,3729
Kepler-578 b,Kepler-578,2.54,0.22660401,196.050555,,1.616883696,0.0258,1536.0,1.33,5417.0,-0.02687,0.12,G0 V,0.4586753082862959,1.0,0.0408689687994744,False,False,False,True,False,False,False,0.0967741935483871,0.0,-0.3100975823031921,-0.3899171426071959,2.053824362606232,0.0,-0.1750068362045392,0.0,0.6666666666666666,0,9.466893e-06,3730
Kepler-326 b,Kepler-326,2.55,0.22749615,196.050555,,2.248288538,0.0329,1594.0,1.33,5192.0,-0.02687,0.14,G0 V,0.4506952703545817,1.0,0.0713608456619896,False,False,False,True,False,False,False,0.1048387096774192,0.0,-0.2894230239410705,-0.3544246847544897,2.218130311614731,0.0,-0.4211101996171725,0.0,0.761904761904762,0,9.466893e-06,3731
KOI-13 b,KOI-13,16.948008,1.512,2949.4624,9.28,1.763588,0.03641,2550.0,3.6,7650.0,-0.02687,0.2,G0 V,0.2279624498812735,1.0,0.0622348438469438,False,False,False,True,False,False,False,11.716135483870968,2753.411845,-0.3052939341629354,-0.3368784133371658,4.926345609065156,2.27,2.2674323215750616,0.0,1.0476190476190477,0,9.466893e-06,3732
Kepler-17 b,Kepler-17,14.68,1.31,778.65,2.45,1.4857108,0.02591,1570.0,1.35,5781.0,0.01164,0.26,G0 V,0.2971710481721799,1.0,0.0377723251571542,False,False,False,True,False,False,False,9.887096774193546,582.599445,-0.3143926739994964,-0.3893672594573653,2.15014164305949,0.02,0.2231337161607875,0.03851,1.3333333333333337,0,9.466893e-06,3733
WTS-2 b,WTS-2,15.277867,1.363,355.9696,1.12,1.0187068,0.01855,2000.0,0.54,5000.0,-0.02687,0.2,K2 V,0.2630300214363735,0.9,0.0187206805754077,False,False,False,False,True,False,False,10.36924758064516,159.919045,-0.3296841333154581,-0.4261594411187622,3.368271954674221,-0.79,-0.6311184030626197,0.0,1.0476190476190477,0,9.466893e-06,3734
Kepler-975 b,Kepler-975,3.97,0.35418029,196.050555,,1.970340203,0.0303,1599.0,1.33,4883.0,-0.02687,0.56,G0 V,0.4089027581789589,1.0,0.0579870836518877,False,False,False,True,False,False,False,1.25,0.0,-0.2985240930038447,-0.3674219228413962,2.2322946175637397,0.0,-0.7590921520371889,0.0,2.7619047619047623,0,9.466893e-06,3735
TOI-2107 b,TOI-2107,13.57407563,1.211,263.79757781,0.83,2.4545467,0.03515,1397.0,0.577,5627.0,-0.10458,0.07,G0 V,0.3197186994810383,1.0,0.0827565448117657,False,False,False,True,False,False,False,8.995222282258062,67.74702281,-0.2826693595338962,-0.3431770748715897,1.660056657223796,-0.7530000000000001,0.0546896363139185,-0.07771,0.4285714285714286,0,9.466893e-06,3736
WASP-5 b,WASP-5,13.170575,1.175,506.93885,1.595,1.6284246,0.0274,1753.0,1.22,5770.0,-0.02687,0.09,G0 V,0.2908761679212599,1.0,0.0436520667637086,False,False,False,True,False,False,False,8.669818548387095,310.888295,-0.3097196898997321,-0.3819188422460227,2.668555240793201,-0.1100000000000001,0.2111019961717254,0.0,0.5238095238095238,0,9.466893e-06,3737
Kepler-1990 b,Kepler-1990,3.76,0.33544531,196.050555,,1.735136026,0.0284,1664.0,1.33,5731.0,-0.02687,0.16,G0 V,0.4065321489766645,1.0,0.0481021781693279,False,False,False,True,False,False,False,1.0806451612903225,0.0,-0.3062255583093662,-0.3769199045202894,2.41643059490085,0.0,0.168444079846869,0.0,0.8571428571428571,0,9.466893e-06,3738
WASP-164 b,WASP-164,12.643752,1.128,676.9779,2.13,1.7771255,0.02818,1610.0,1.96,5806.0,-0.02687,-0.01,G2 V,0.3056855912033692,1.0,0.0488657771107015,False,False,False,True,False,False,False,8.244961290322578,480.927345,-0.3048506657316375,-0.3780196708199507,2.263456090651558,0.6299999999999999,0.2504785343177468,0.0,0.0476190476190476,0,9.466893e-06,3739
HD 212301 b,HD 212301,2.42,,196.050555,,2.245715,0.036,811.0,1.33,6256.0,0.24304,0.18,G0 V,0.6074189989431872,1.0,0.0777438272716956,False,False,False,True,False,False,False,0.0,0.0,-0.2895072912099271,-0.3389279778047164,0.0,0.0,0.7426852611430134,0.26991,0.9523809523809524,0,9.466893e-06,3740
Kepler-1885 b,Kepler-1885,25.82,2.30351008,196.050555,,2.522590567,0.036,1205.0,1.33,5591.0,-0.02687,0.07,G0 V,0.2866730254232083,1.0,0.0869235285087316,False,False,False,True,False,False,False,18.87096774193548,0.0,-0.2804413485876705,-0.3389279778047164,1.1161473087818696,0.0,0.0153130981678971,0.0,0.4285714285714286,0,9.466893e-06,3741
WASP-1 b,WASP-1,16.735037,1.493,311.4734,0.98,2.5199464,0.0392,1830.0,0.36575,6213.0,-0.02687,0.17,G0 V,0.2675050855847322,1.0,0.0942022015685263,False,False,False,True,False,False,False,11.544384677419352,115.42284500000002,-0.2805279285144058,-0.32293137708237,2.886685552407932,-0.96425,0.6956521739130435,0.0,0.9047619047619048,0,9.466893e-06,3742
WASP-167 b,WASP-167,17.71022,1.58,2542.64,8.0,2.0219596,0.0365,2329.0,1.33,7000.0,-0.02687,0.1,F1 V,0.2352621713227044,0.7,0.0712051795678114,False,False,True,False,False,False,False,12.330822580645158,2346.589445,-0.296833880694871,-0.3364285089418498,4.30028328611898,0.0,1.5564670494941208,0.0,0.5714285714285715,0,9.466893e-06,3743
Kepler-929 b,Kepler-929,1.62,0.14452697,196.050555,,0.921030497,0.0192,2362.0,1.33,5843.0,-0.02687,0.14,G0 V,0.4092297203000395,1.0,0.0175292466356472,False,False,False,True,False,False,False,-0.6451612903225804,0.0,-0.3328824211533739,-0.4229101315970356,4.393767705382436,0.0,0.2909488651900465,0.0,0.761904761904762,0,9.466893e-06,3744
TOI-2109 b,TOI-2109,15.098497,1.347,1595.49860314,5.02,0.67247414,0.01791,3646.0,1.33,6540.0,0.67302,0.068,F,0.1974464718703229,0.7,0.0119720598873991,False,False,True,False,False,False,False,10.224594354838707,1399.44804814,-0.3410210868195977,-0.4293587612632316,8.031161473087819,0.0,1.0533223954060706,0.6998899999999999,0.4190476190476191,0,9.466893e-06,3745
WASP-44 b,WASP-44,12.3299,1.1,276.5121,0.87,2.423804,0.03453,1337.0,0.811,5420.0,-0.19777,-0.003,G8 V,0.3343777436796103,1.0,0.0803755311616542,False,False,False,True,False,False,False,7.991854838709676,80.46154499999997,-0.2836759906255203,-0.3462764162615444,1.4900849858356942,-0.519,-0.1717254580257041,-0.1709,0.0809523809523809,0,9.466893e-06,3746
TOI-2193 A b,TOI-2193 A,19.83989584,1.77,298.75870258,0.94,2.1225735,0.03319,1763.0,0.06,5966.0,0.25018,0.027,G0 V,0.259915823022659,1.0,0.068077452786409,False,False,False,True,False,False,False,14.048303096774193,102.70814757999996,-0.2935394049334852,-0.352974992814027,2.696883852691218,-1.27,0.425485370522286,0.27705,0.2238095238095238,0,9.466893e-06,3747
HATS-23 b,HATS-23,20.84874,1.86,467.2101,1.47,2.1605156,0.03397,1654.0,0.29,5780.0,0.15534,0.28,G V,0.2640399967193447,1.0,0.0708243938286726,False,False,False,True,False,False,False,14.86188709677419,271.159545,-0.2922970385329572,-0.349075821387955,2.3881019830028327,-1.04,0.2220399234345091,0.18221,1.4285714285714288,0,9.466893e-06,3748
WASP-170 b,WASP-170,12.285064,1.096,508.528,1.6,2.34478022,0.0337,1422.0,1.6,5600.0,-0.11351,0.22,G0 V,0.3256926949898457,1.0,0.0760523815911676,False,False,False,True,False,False,False,7.955696774193547,312.477445,-0.2862635250296442,-0.350425534573903,1.7308781869688386,0.27,0.0251572327044025,-0.08664,1.1428571428571428,0,9.466893e-06,3749
WASP-119 b,WASP-119,15.6926,1.4,390.9309,1.23,2.49979,0.0363,1600.0,0.7,5650.0,-0.02687,0.14,G5,0.2894270889940115,1.0,0.0868585442279648,False,False,False,True,False,False,False,10.703709677419354,194.880345,-0.2811879245113485,-0.3374282964869965,2.235127478753541,-0.6300000000000001,0.079846869018321,0.0,0.761904761904762,0,9.466893e-06,3750
Kepler-1099 b,Kepler-1099,3.11,0.27745609,196.050555,,2.168452593,0.0337,1557.0,1.33,6153.0,-0.02687,0.02,G0 V,0.4368844628530791,1.0,0.0705300849272192,False,False,False,True,False,False,False,0.5564516129032256,0.0,-0.2920371516678542,-0.350425534573903,2.113314447592068,0.0,0.6300246103363413,0.0,0.1904761904761905,0,9.466893e-06,3751
HD 86081 b,HD 86081,2.42,,196.050555,,2.1375,0.03,811.0,1.33,6018.0,-0.02687,0.2,G0 V,0.6074189989431872,1.0,0.062152865222084,False,False,False,True,False,False,False,0.0,0.0,-0.2930506554420896,-0.3689216041591162,0.0,0.0,0.4823625922887612,0.0,1.0476190476190477,0,9.466893e-06,3752
Kepler-257 b,Kepler-257,2.67,0.23820186,196.050555,,2.382652169,0.0333,1237.0,1.33,5188.0,-0.02687,0.32,G0 V,0.4996206530597667,1.0,0.0763518901114021,False,False,False,True,False,False,False,0.2016129032258064,0.0,-0.2850234556354856,-0.3524251096641964,1.206798866855524,0.0,-0.425485370522286,0.0,1.6190476190476193,0,9.466893e-06,3753
Kepler-475 b,Kepler-475,2.66,0.23730971,196.050555,,3.105508189,0.0387,1016.0,1.33,4938.0,-0.02687,0.26,G0 V,0.5436932693178604,1.0,0.1134922138232543,False,False,False,True,False,False,False,0.1935483870967743,0.0,-0.2613544433333897,-0.3254308459452366,0.5807365439093485,0.0,-0.6989335520918786,0.0,1.3333333333333337,0,9.466893e-06,3754
NGTS-25 b,NGTS-25,11.46678726,1.023,203.09235207,0.639,2.823093,0.0388,1101.0,1.33,5321.0,-0.29158,0.12,K0 V,0.3706669202184173,0.9,0.1039419174830696,False,False,False,False,True,False,False,7.295796177419354,7.041797070000001,-0.2706017739190016,-0.3249309521726633,0.8215297450424929,0.0,-0.2800109379272628,-0.26471,0.6666666666666666,0,9.466893e-06,3755
HATS-18 b,HATS-18,14.986433,1.337,629.3034,1.98,0.8378434,0.01761,2060.0,1.02,5600.0,-0.03152,0.28,G V,0.2607515507084071,1.0,0.0146466347209685,False,False,False,True,False,False,False,10.13422016129032,433.252845,-0.3356062781425827,-0.4308584425809515,3.538243626062323,-0.31,0.0251572327044025,-0.0046499999999999,1.4285714285714288,0,9.466893e-06,3756
HATS-2 b,HATS-2,13.092,1.168,427.463,1.345,1.354133,0.023,1577.0,1.05,5227.0,-0.268,0.15,K,0.3057378443702829,0.9,0.0306698925190579,False,False,False,False,True,False,False,8.606451612903225,231.412445,-0.3187010237686284,-0.4039141682392492,2.169971671388102,-0.28,-0.3828274541974296,-0.24113,0.8095238095238095,0,9.466893e-06,3757
TOI-2260 b,TOI-2260,1.62,0.14452697,196.050555,,0.3524728,0.0097,2609.0,1.33,5534.0,-0.02687,0.22,G V,0.3901766399532551,1.0,0.0034131547147923,False,False,False,True,False,False,False,-0.6451612903225804,0.0,-0.3514991287028862,-0.4704000399915018,5.093484419263456,0.0,-0.0470330872299699,0.0,1.1428571428571428,0,9.466893e-06,3758
HATS-14 b,HATS-14,11.646151,1.039,340.39593,1.071,2.7667641,0.03815,1276.0,1.191,5346.0,-0.02687,0.33,G0 V,0.3464533645727565,1.0,0.1003448033503615,False,False,False,True,False,False,False,7.440444354838708,144.34537500000002,-0.2724461929874954,-0.3281802616943899,1.3172804532577904,-0.139,-0.2526661197703035,0.0,1.666666666666667,0,9.466893e-06,3759
HAT-P-3 b,HAT-P-3,10.614923,0.947,185.61272,0.584,2.899736,0.03842,1189.0,0.855,5185.0,-0.02687,0.27,G0 V,0.3659918014570204,1.0,0.1056275514086063,False,False,False,True,False,False,False,6.60880887096774,-10.437835000000009,-0.2680921951651724,-0.3268305485084419,1.0708215297450423,-0.4750000000000001,-0.4287667487011211,0.0,1.3809523809523812,0,9.466893e-06,3760
Kepler-98 b,Kepler-98,1.82,0.1623698,196.050555,,1.541676628,0.026,1437.0,1.33,5580.0,-0.02687,0.14,G0 V,0.5042157568417968,1.0,0.0393010871616656,False,False,False,True,False,False,False,-0.4838709677419353,0.0,-0.312560143267541,-0.3889173550620493,1.773371104815864,0.0,0.0032813781788351,0.0,0.761904761904762,0,9.466893e-06,3761
HAT-P-52 b,HAT-P-52,11.309881,1.009,259.98494,0.818,2.7535953,0.03694,1218.0,0.98,5131.0,-0.30452,0.28,G0 V,0.3562549184190205,1.0,0.0968706075053343,False,False,False,True,False,False,False,7.169258870967742,63.93438499999999,-0.2728773888004649,-0.3342289763425272,1.1529745042492918,-0.3500000000000001,-0.4878315559201531,-0.27765,1.4285714285714288,0,9.466893e-06,3762
HD 80653 b,HD 80653,1.613,0.14390247,5.72,0.01799713,0.719573,0.01661,2463.0,7.47,5959.0,-0.02687,0.255,G0 V,0.4014277394219256,1.0,0.0118812451703319,False,False,False,True,False,False,False,-0.6508064516129031,-190.330555,-0.3394788938158586,-0.4358573803066848,4.679886685552408,6.14,0.4178288214383374,0.0,1.3095238095238098,0,9.466893e-06,3763
NGTS-6 b,NGTS-6,14.863134,1.326,425.57437,1.339,0.882059,0.01677,1283.9,0.711,4730.0,-0.59176,0.11,G0 V,0.3239077844287177,1.0,0.0146837929285224,False,False,False,True,False,False,False,10.034785483870966,229.523815,-0.3341584938655084,-0.4350575502705675,1.339660056657224,-0.6190000000000001,-0.9264424391577796,-0.56489,0.6190476190476191,0,9.466893e-06,3764
HAT-P-62 b,HAT-P-62,12.02723629,1.073,241.86741773,0.761,2.6453235,0.03772,1512.0,0.77,5629.0,0.09061,0.414,G0 V,0.3186514392310223,1.0,0.0951116168374582,False,False,False,True,False,False,False,7.747771201612902,45.81686273,-0.2764226128772736,-0.3303298049164552,1.985835694050992,-0.56,0.0568772217664752,0.11748,2.066666666666667,0,9.466893e-06,3765
HD 46375 b,HD 46375,2.42,,196.050555,,3.023495,0.03998,811.0,1.33,5264.38,-0.02687,0.2714,G0 V,0.6074189989431872,1.0,0.1141134934252467,False,False,False,True,False,False,False,0.0,0.0,-0.2640398621798359,-0.319032205656298,0.0,0.0,-0.341941482089144,0.0,1.3876190476190475,0,9.466893e-06,3766
NGTS-8 b,NGTS-8,12.21781,1.09,295.5819,0.93,2.4997,0.035,1345.0,0.89,5241.0,-0.02687,0.24,K0 V,0.3343039512507089,0.9,0.0838718287616768,False,False,False,False,True,False,False,7.9014596774193535,99.53134500000002,-0.2811908714482879,-0.3439269155304497,1.5127478753541077,-0.44,-0.3675143560295324,0.0,1.238095238095238,0,9.466893e-06,3767
EPIC 220674823 b,EPIC 220674823,1.676,0.14952296,7.8,0.02454154,0.5713127,0.01314,2299.0,9.09,5578.0,-0.02687,-0.005,G0 V,0.4120405393125868,1.0,0.007479011219189,False,False,False,True,False,False,False,-0.5999999999999999,-188.250555,-0.3443334910904478,-0.4532036942149793,4.215297450424929,7.76,0.0010937927262783,0.0,0.0714285714285714,0,9.466893e-06,3768
WASP-104 b,WASP-104,12.745,1.137,404.263,1.272,1.7554137,0.02918,1516.0,1.074,5475.0,-0.02687,0.32,G8,0.3134453129231797,1.0,0.0499542214070787,False,False,False,True,False,False,False,8.326612903225804,208.212445,-0.3055615913476414,-0.3730207330942174,1.9971671388101984,-0.256,-0.1115668580803937,0.0,1.6190476190476193,0,9.466893e-06,3769
K2-187 c,K2-187,1.8,0.16058524,196.050555,,2.872042,0.0392,1173.0,1.33,5484.0,-0.02687,0.23,G0 V,0.5521939867043513,1.0,0.1066852795305454,False,False,False,True,False,False,False,-0.4999999999999998,0.0,-0.2689990004051623,-0.32293137708237,1.0254957507082152,0.0,-0.1017227235438884,0.0,1.1904761904761905,0,9.466893e-06,3770
WASP-103 b,WASP-103,17.127,1.528,473.547,1.49,0.925542,0.01985,2508.0,0.55,6110.0,0.413,0.06,F8 V,0.2291391520466098,0.7,0.0182052823177315,False,False,True,False,False,False,False,11.86048387096774,277.496445,-0.3327346976551205,-0.4196608220753089,4.807365439093484,-0.78,0.5829915231063714,0.43987,0.380952380952381,0,9.466893e-06,3771
WASP-114 b,WASP-114,15.008851,1.339,562.24127,1.769,1.5487743,0.02851,2043.0,0.97,5940.0,-0.02687,0.14,G0,0.2616626977972163,1.0,0.0432084776839473,False,False,False,True,False,False,False,10.152299193548386,366.190715,-0.3123277389142034,-0.3763700213704587,3.490084985835694,-0.3600000000000001,0.3970467596390484,0.0,0.761904761904762,0,9.466893e-06,3772
WASP-132 c,WASP-132,1.841,0.1642433,6.26,0.01969616,1.01153624,0.01833,1329.0,5.47,4686.0,-0.57512,0.15,K4 V,0.5208592906360222,0.9,0.0183716620704846,False,False,False,False,True,False,False,-0.4669354838709676,-189.790555,-0.3299189242947916,-0.4272592074184236,1.4674220963172804,4.14,-0.974569319114028,-0.54825,0.8095238095238095,0,9.466893e-06,3773
GPX-1 b,GPX-1,16.47720163,1.47,6261.2196179,19.7,1.744579,0.0338,2300.0,8.222423,7000.0,0.72673,0.35,F2,0.2413121568220041,0.7,0.0572936876566999,False,False,True,False,False,False,False,11.336452927419352,6065.1690629,-0.3059163599882754,-0.3499256408013297,4.218130311614731,6.892422999999999,1.5564670494941208,0.7535999999999999,1.761904761904762,0,9.466893e-06,3774
HATS-33 b,HATS-33,13.78707,1.23,378.85336,1.192,2.5495551,0.03727,1429.0,0.79,5659.0,-0.01773,0.29,G0 V,0.315210780819855,1.0,0.0907743800334241,False,False,False,True,False,False,False,9.16699193548387,182.802805,-0.2795584288282179,-0.3325793268930352,1.7507082152974505,-0.54,0.0896910035548263,0.00914,1.4761904761904765,0,9.466893e-06,3775
HAT-P-65 b,HAT-P-65,21.18501,1.89,167.49641,0.527,2.6054552,0.03951,1930.0,0.096,5835.0,0.55509,0.1,G2,0.2448517195365933,1.0,0.0979807333832976,False,False,False,True,False,False,False,15.133072580645155,-28.554145000000005,-0.277728050277053,-0.3213817063873926,3.169971671388102,-1.234,0.2821985233798195,0.5819599999999999,0.5714285714285715,0,9.466893e-06,3776
WASP-121 b,WASP-121,20.904785,1.865,375.99289,1.183,1.2749255,0.02544,2358.0,0.243,6459.0,0.51851,0.13,F6 V,0.2236044279927465,0.7,0.031919222721967,False,False,True,False,False,False,False,14.907084677419354,179.942335,-0.321294573853358,-0.3917167601884599,4.38243626062323,-1.0870000000000002,0.9647251845775224,0.54538,0.7142857142857143,0,9.466893e-06,3777
KELT-16 b,KELT-16,15.50202031,1.383,861.31498297,2.71,0.96899306,0.02035,2417.0,1.270497,6237.0,-0.02687,-0.006,G0 V,0.2395587342873359,1.0,0.0195271077470955,False,False,False,True,False,False,False,10.550016379032256,665.2644279699999,-0.3313119472799087,-0.4171613532124423,4.54957507082153,-0.059503,0.7219031993437244,0.0,0.0666666666666666,0,9.466893e-06,3778
HATS-34 b,HATS-34,16.02887,1.43,299.07803,0.941,2.1061607,0.03166,1445.0,0.4,5380.0,-0.14026,0.25,G0 V,0.3012828318640104,1.0,0.0645520033235611,False,False,False,True,False,False,False,10.974895161290322,103.027475,-0.2940768214512473,-0.3606233675343989,1.7960339943342776,-0.93,-0.2154771670768389,-0.1133899999999999,1.2857142857142858,0,9.466893e-06,3779
Kepler-1814 c,Kepler-1814,1.71,0.15255624,196.050555,,0.626281378,0.0133,1708.0,1.33,4922.0,-0.02687,0.2,G0 V,0.471669117988134,1.0,0.0082950431323217,False,False,False,True,False,False,False,-0.5725806451612901,0.0,-0.3425336107825936,-0.4524038641788619,2.5410764872521248,0.0,-0.7164342357123326,0.0,1.0476190476190477,0,9.466893e-06,3780
WASP-142 b,WASP-142,17.14977,1.53,266.9772,0.84,2.052868,0.0347,2000.0,0.31,6010.0,-0.02687,0.26,F8,0.2549953939660936,0.7,0.0688117400436419,False,False,True,False,False,False,False,11.878846774193546,70.92664499999998,-0.2958218239649041,-0.3454265968481697,3.368271954674221,-1.02,0.4736122504785343,0.0,1.3333333333333337,0,9.466893e-06,3781
WASP-177 b,WASP-177,17.71022,1.58,161.45764,0.508,3.071722,0.03957,1142.0,0.172,5017.0,-0.02687,0.25,K2,0.325066572840504,0.9,0.1147099091387507,False,False,False,False,True,False,False,12.330822580645158,-34.592915000000005,-0.2624607296489992,-0.3210817701238487,0.9376770538243626,-1.158,-0.6125239267158873,0.0,1.2857142857142858,0,9.466893e-06,3782
TOI-2196 b,TOI-2196,3.51,0.31314176,26.0,0.08180515,1.1947268,0.02234,1860.0,3.31,5634.0,-0.00436,0.14,G V,0.3922301055013111,1.0,0.0263402269300646,False,False,False,True,False,False,False,0.8790322580645159,-170.050555,-0.3239205795369133,-0.4072134671382331,2.971671388101983,1.98,0.0623461853978671,0.02251,0.761904761904762,0,9.466893e-06,3783
HAT-P-61 b,HAT-P-61,10.07687365,0.899,335.9446262,1.057,1.90231289,0.0301,1505.0,1.8,5587.0,-0.1152,0.194,G0 V,0.3344222926959058,1.0,0.0556802945047735,False,False,False,True,False,False,False,6.174898104838708,139.8940712,-0.3007515619101361,-0.3684217103865428,1.96600566572238,0.47,0.0109379272627837,-0.0883299999999999,1.019047619047619,0,9.466893e-06,3784
