sy_dist,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_lum,st_met,habitability_score,stellar_compatibility,orbital_stability,habitable
897.783,7.5612953265,0.101,2.31,152.0,0.0,88.24,802.0,5679.0,1.0307,1.01,-0.00195,0.0,517.2109499999999,0.9828660436137072,74.86431016336633,0
897.783,10.300667155,0.101,1.334,152.0,0.0,182.375,802.0,5844.0,0.991,0.96,-0.07917,0.0,516.3121699999999,1.011422637590862,101.98680351485147,0
897.783,7.56126152,0.101,2.31,152.0,0.0,88.24,802.0,5679.0,1.0307,1.01,-0.00195,0.0,517.2109499999999,0.9828660436137072,74.86397544554455,0
897.783,7.56127224,0.101,1.42,152.0,0.0,88.24,802.0,5771.0,1.0,1.01,-0.07917,0.04,516.3981699999999,0.9987885081343025,74.86408158415841,0
2176.08,16.1289679,0.101,2.31,152.0,0.0,88.24,802.0,5154.0,2.65923,0.96,-0.07917,0.0,517.2881699999999,0.8920041536863966,159.6927514851485,0
2176.08,16.12874289,0.101,2.31,152.0,0.0,88.24,802.0,5154.0,2.65923,0.96,-0.07917,0.0,517.2881699999999,0.8920041536863966,159.69052366336635,0
2176.08,16.1288853,0.101,2.29,152.0,0.0,88.24,802.0,5259.0,0.81,0.85,-0.07917,-0.05,517.2681699999999,0.9101765316718587,159.69193366336634,0
1575.23,13.5630972,0.101,1.88,152.0,0.0,88.24,802.0,5701.0,0.96,0.97,-0.07917,0.01,516.85817,0.9866735894773278,134.2880910891089,0
1575.23,10.300667155,0.101,2.152,152.0,0.0,103.51,802.0,5854.0,1.099,0.96,-0.07917,0.0,517.13017,1.013153340256144,101.98680351485147,0
1575.23,13.5631923286,0.101,2.31,152.0,0.0,88.24,802.0,5602.0,1.16898,0.99,0.08368,0.0,517.12532,0.969539633091035,134.28903295643562,0
1575.23,13.5631157,0.101,2.31,152.0,0.0,88.24,802.0,5602.0,1.16898,0.99,0.08368,0.0,517.12532,0.969539633091035,134.28827425742574,0
1107.5,16.2958262626,0.101,2.31,152.0,0.0,88.24,802.0,5503.42,1.02253,0.97,-0.06343,0.0296,517.27243,0.952478366216684,161.34481448118808,0
1107.5,16.29595382,0.101,1.91,152.0,0.0,88.24,802.0,5727.0,0.97,0.98,-0.07917,0.0,516.88817,0.9911734164070612,161.34607742574258,0
1107.5,16.2959916,0.101,2.31,152.0,0.0,88.24,802.0,5503.42,1.02253,0.97,-0.06343,0.0296,517.27243,0.952478366216684,161.34645148514852,0
1107.5,10.300667155,0.101,1.867,152.0,0.0,52.146,802.0,5493.0,0.982,0.96,-0.07917,0.0,516.8451699999999,0.95067497403946,101.98680351485147,0
1014.62,10.300667155,0.101,1.684,152.0,0.0,41.185,802.0,6248.0,0.751,0.96,-0.07917,0.0,516.66217,1.081343025268259,101.98680351485147,0
1014.62,18.0163009151,0.101,2.31,152.0,0.0,88.24,802.0,5603.11,0.838135,0.99,-0.20496,-0.4999,517.41396,0.9697317410868812,178.3792169811881,0
1014.62,18.0161227,0.101,2.31,152.0,0.0,88.24,802.0,5603.11,0.838135,0.99,-0.20496,-0.4999,517.41396,0.9697317410868812,178.3774524752475,0
1014.62,18.01623092,0.101,2.31,152.0,0.0,88.24,802.0,5603.11,0.838135,0.99,-0.20496,-0.4999,517.41396,0.9697317410868812,178.37852396039605,0
1014.62,18.01621096,0.101,2.47,152.0,0.0,88.24,802.0,5884.0,1.08,1.06,-0.07917,0.06,517.44817,1.0183454482519902,178.37832633663365,0
112.705,2.1043413198,0.101,2.31,152.0,0.0,88.24,802.0,3505.0,0.480845,0.478808,-1.50254,0.0,518.7115399999999,0.6066112841813777,20.835062572277227,0
112.705,2.10433534,0.101,2.31,152.0,0.0,88.24,802.0,3505.0,0.480845,0.478808,-1.50254,0.0,518.7115399999999,0.6066112841813777,20.835003366336633,0
228.678,16.0919805799,0.101,2.31,152.0,0.0,88.24,802.0,5755.0,1.03161,1.03,0.02191,0.13,517.1870899999999,0.9960193838698511,159.32654039504948,0
228.678,16.09196369,0.101,2.31,152.0,0.0,88.24,802.0,5755.0,1.03161,1.03,0.02191,0.13,517.1870899999999,0.9960193838698511,159.32637316831682,0
228.678,16.09197176,0.101,2.13,152.0,0.0,88.24,802.0,5811.0,1.03,1.04,-0.07917,0.1,517.10817,1.005711318795431,159.32645306930692,0
228.678,16.09196403,0.101,2.31,152.0,0.0,88.24,802.0,5755.0,1.03161,1.03,0.02191,0.13,517.1870899999999,0.9960193838698511,159.32637653465346,0
228.678,10.300667155,0.101,2.101,152.0,0.0,66.122,802.0,5787.0,1.003,0.96,-0.07917,0.0,517.07917,1.0015576323987538,101.98680351485147,0
228.678,16.092,0.101,2.41,16.13,0.0,88.24,802.0,5685.0,1.03,1.02,-0.07917,0.12,517.38817,0.9839044652128764,159.32673267326732,0
228.678,25.5157102556,0.101,2.31,152.0,0.0,88.24,802.0,5755.0,1.03161,1.03,0.02191,0.13,517.1870899999999,0.9960193838698511,252.63079460990096,0
228.678,25.51682997,0.101,2.31,152.0,0.0,88.24,802.0,5755.0,1.03161,1.03,0.02191,0.13,517.1870899999999,0.9960193838698511,252.6418808910891,0
228.678,25.5172744,0.101,2.31,152.0,0.0,88.24,802.0,5755.0,1.03161,1.03,0.02191,0.13,517.1870899999999,0.9960193838698511,252.64628118811882,0
569.185,10.300667155,0.101,1.353,152.0,0.0,2830.91,802.0,5463.0,0.88,0.96,-0.07917,0.0,516.3311699999999,0.9454828660436138,101.98680351485147,0
569.185,0.6793367576,0.101,2.31,152.0,0.0,88.24,802.0,5599.0,0.852212,0.99,-0.19177,0.0,517.40077,0.9690204222914504,6.726106510891089,0
569.185,0.679336272,0.101,1.44,152.0,0.0,88.24,802.0,5549.0,0.88,0.91,-0.07917,-0.07,516.41817,0.9603669089650398,6.726101702970297,0
569.185,0.679336747,0.101,2.31,152.0,0.0,88.24,802.0,5599.0,0.852212,0.99,-0.19177,0.0,517.40077,0.9690204222914504,6.726106405940594,0
866.331,11.1723016063,0.101,2.31,152.0,0.0,88.24,802.0,5719.0,1.75366,1.02,0.47186,0.0524,516.73714,0.9897888542748355,110.6168475871287,0
866.331,11.1726723,0.101,2.31,152.0,0.0,88.24,802.0,5719.0,1.75366,1.02,0.47186,0.0524,516.73714,0.9897888542748355,110.62051782178217,0
866.331,10.300667155,0.101,1.535,152.0,0.0,296.92,802.0,5754.0,1.718,0.96,-0.07917,0.0,516.51317,0.995846313603323,101.98680351485147,0
866.331,11.1726994,0.101,1.24,152.0,0.0,88.24,802.0,5748.0,1.4,1.05,-0.07917,0.09,516.21817,0.9948078920041536,110.62078613861387,0
866.331,2.53573424,0.101,1.22,152.0,0.0,88.24,802.0,5748.0,1.4,1.05,-0.07917,0.09,516.19817,0.9948078920041536,25.106279603960395,0
866.331,10.300667155,0.101,1.398,152.0,0.0,2144.553,802.0,5754.0,1.718,0.96,-0.07917,0.0,516.37617,0.995846313603323,101.98680351485147,0
866.331,2.53573284,0.101,2.31,152.0,0.0,88.24,802.0,5719.0,1.75366,1.02,0.47186,0.0524,516.73714,0.9897888542748355,25.106265742574255,0
866.331,2.5357165688,0.101,2.31,152.0,0.0,88.24,802.0,5719.0,1.75366,1.02,0.47186,0.0524,516.73714,0.9897888542748355,25.106104641584157,0
866.331,197.5111484,0.101,2.31,152.0,0.0,88.24,802.0,5719.0,1.75366,1.02,0.47186,0.0524,516.73714,0.9897888542748355,1955.555924752475,0
866.331,197.51101621,0.101,2.31,152.0,0.0,88.24,802.0,5719.0,1.75366,1.02,0.47186,0.0524,516.73714,0.9897888542748355,1955.554615940594,0
299.104,5.448321078,0.101,2.31,152.0,0.0,88.24,802.0,5602.86,0.947246,0.991,-0.09874,0.0832,517.30774,0.9696884735202491,53.94377304950495,0
299.104,5.44832426,0.101,2.31,152.0,0.0,88.24,802.0,5602.86,0.947246,0.991,-0.09874,0.0832,517.30774,0.9696884735202491,53.94380455445544,0
299.104,10.300667155,0.101,2.158,152.0,0.0,219.117,802.0,5756.0,0.899,0.96,-0.07917,0.0,517.13617,0.9961924541363794,101.98680351485147,0
299.104,5.448325286,0.101,2.1,152.0,0.0,88.24,802.0,5719.0,0.92,0.99,-0.07917,-0.02,517.07817,0.9897888542748355,53.94381471287129,0
299.104,5.4483220708,0.101,2.31,152.0,0.0,88.24,802.0,5602.86,0.947246,0.991,-0.09874,0.0832,517.30774,0.9696884735202491,53.943782879207916,0
299.104,1.116119981,0.101,1.02732734,152.0,0.0,88.24,802.0,5721.0,0.905,0.983,-0.07917,0.02,516.00549734,0.990134994807892,11.050692881188118,0
299.104,1.116127169,0.101,2.31,152.0,0.0,88.24,802.0,5602.86,0.947246,0.991,-0.09874,0.0832,517.30774,0.9696884735202491,11.05076404950495,0
174.234,10.300667155,0.101,2.14,152.0,0.0,227.198,802.0,5416.0,0.789,0.96,-0.07917,0.0,517.11817,0.9373485635167879,101.98680351485147,0
174.234,3.83308904,0.101,2.31,152.0,0.0,88.24,802.0,5357.56,0.798577,0.927,-0.3248,0.1161,517.5337999999999,0.9272343371408792,37.951376633663365,0
174.234,3.833091178,0.101,1.76,152.0,0.0,88.24,802.0,5453.0,0.85,0.92,-0.07917,0.0,516.73817,0.9437521633783316,37.9513978019802,0
174.234,3.8330881775,0.101,2.31,152.0,0.0,88.24,802.0,5357.56,0.798577,0.927,-0.3248,0.1161,517.5337999999999,0.9272343371408792,37.951368094059404,0
174.234,3.833087643,0.101,2.31,152.0,0.0,88.24,802.0,5357.56,0.798577,0.927,-0.3248,0.1161,517.5337999999999,0.9272343371408792,37.951362801980196,0
480.869,0.84338355,0.101,2.31,152.0,0.0,88.24,802.0,4710.62,0.728751,0.75,-0.62783,0.32,517.83683,0.8152682589131187,8.35033217821782,0
480.869,10.300667155,0.101,1.414,152.0,0.0,897.9,802.0,4780.0,0.713,0.96,-0.07917,0.0,516.39217,0.8272758740048459,101.98680351485147,0
480.869,0.84338011,0.101,1.38,152.0,0.0,88.24,802.0,4861.0,0.75,0.8,-0.07917,0.07,516.35817,0.841294565593631,8.350298118811882,0
480.869,0.843379985,0.101,2.31,152.0,0.0,88.24,802.0,4710.62,0.728751,0.75,-0.62783,0.32,517.83683,0.8152682589131187,8.350296881188118,0
480.869,6.56606941,0.101,2.31,152.0,0.0,88.24,802.0,4710.62,0.728751,0.75,-0.62783,0.32,517.83683,0.8152682589131187,65.01058821782178,0
480.869,6.5660634,0.101,2.31,152.0,0.0,88.24,802.0,4710.62,0.728751,0.75,-0.62783,0.32,517.83683,0.8152682589131187,65.01052871287128,0
480.869,6.566060066,0.101,1.84398883,152.0,0.0,88.24,802.0,4818.0,0.856,0.809,-0.07917,0.56,516.8221588299999,0.833852544132918,65.0104957029703,0
800.871,87.9724227,0.101,2.31,152.0,0.0,88.24,802.0,6126.0,1.18859,1.16,0.25347,0.0,516.95553,1.0602284527518173,871.0140861386137,0
800.871,87.97314465,0.101,2.31,152.0,0.0,88.24,802.0,6126.0,1.18859,1.16,0.25347,0.0,516.95553,1.0602284527518173,871.0212341584157,0
728.303,0.568874427,0.101,1.56,152.0,0.0,88.24,802.0,5144.0,0.79,0.83,-0.07917,-0.01,516.5381699999999,0.8902734510211145,5.632420069306931,0
728.303,0.568874717,0.101,2.31,152.0,0.0,88.24,802.0,5057.15,0.809194,0.84,-0.41358,0.3028,517.62258,0.8752422983731394,5.63242294059406,0
728.303,10.300667155,0.101,1.471,152.0,0.0,2413.261,802.0,5220.0,0.77,0.96,-0.07917,0.0,516.44917,0.9034267912772586,101.98680351485147,0
728.303,0.5688719526,0.101,2.31,152.0,0.0,88.24,802.0,5057.15,0.809194,0.84,-0.41358,0.3028,517.62258,0.8752422983731394,5.63239557029703,0
475.248,10.300667155,0.101,3.032,152.0,0.0,0.492,802.0,4476.0,0.711,0.96,-0.07917,0.0,518.01017,0.77466251298027,101.98680351485147,0
475.248,213.258526,0.101,2.31,152.0,0.0,88.24,802.0,4505.0,0.708448,0.708,-0.72991,0.0,517.93891,0.7796815507095881,2111.4705544554454,0
475.248,213.25700851,0.101,2.31,152.0,0.0,88.24,802.0,4505.0,0.708448,0.708,-0.72991,0.0,517.93891,0.7796815507095881,2111.45552980198,0
475.248,213.257663,0.101,3.11,152.0,0.0,88.24,802.0,4598.0,0.7,0.73,-0.07917,-0.01,518.08817,0.7957770854967117,2111.46200990099,0
475.248,213.259040426,0.101,2.31,152.0,0.0,88.24,802.0,4505.0,0.708448,0.708,-0.72991,0.0,517.93891,0.7796815507095881,2111.4756477821784,0
103.917,10.300667155,0.101,1.597,152.0,0.0,38.452,802.0,3494.0,0.502,0.96,-0.07917,0.0,516.57517,0.6047075112495673,101.98680351485147,0
103.917,2.88676239,0.101,1.41,152.0,0.33,88.24,802.0,3673.0,0.539,0.557,-1.327,-0.03,517.636,0.635687088958117,28.581805841584156,0
103.917,2.88676368,0.101,2.31,152.0,0.0,88.24,802.0,3527.0,0.500204,0.498257,-1.45739,0.0,518.66639,0.6104188300449983,28.581818613861383,0
103.917,2.89,0.101,1.28,152.0,0.0,88.24,802.0,5620.0,0.957,0.96,-0.07917,0.0,516.25817,0.9726548978885428,28.613861386138613,0
103.917,2.886762645,0.101,1.34,152.0,0.0,88.24,802.0,3655.0,0.54,0.56,-0.07917,0.44,516.31817,0.6325718241606092,28.581808366336634,0
103.917,2.8867624,0.101,2.31,152.0,0.0,88.24,802.0,3527.0,0.500204,0.498257,-1.45739,0.0,518.66639,0.6104188300449983,28.581805940594055,0
103.917,2.8867601176,0.101,2.31,152.0,0.0,88.24,802.0,3527.0,0.500204,0.498257,-1.45739,0.0,518.66639,0.6104188300449983,28.58178334257426,0
349.549,6.17828255,0.101,1.07,152.0,0.0,88.24,802.0,6023.0,1.1,1.03,-0.07917,-0.13,516.04817,1.0424022152994115,61.17111435643564,0
349.549,6.17816699,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,61.1699701980198,0
349.549,6.17817366,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,61.170036237623755,0
349.549,6.1780990008,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,61.16929703762376,0
349.549,6.41491277,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,63.51398782178217,0
349.549,6.41490515,0.101,1.31,152.0,0.0,88.24,802.0,6023.0,1.1,1.03,-0.07917,-0.13,516.2881699999999,1.0424022152994115,63.51391237623762,0
349.549,6.4149236485,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,63.51409552970297,0
349.549,6.41492075,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,63.51406683168317,0
349.549,18.01017833,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,178.31859732673266,0
349.549,18.01017554,0.101,1.43,152.0,0.0,88.24,802.0,6023.0,1.1,1.03,-0.07917,-0.13,516.4081699999999,1.0424022152994115,178.31856970297028,0
349.549,18.0101800462,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,178.31861431881185,0
349.549,18.01019956,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,178.31880752475246,0
349.549,110.2867031,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,1091.9475554455444,0
349.549,110.28683856,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,1091.9488966336633,0
349.549,110.286531102,0.101,2.31,152.0,0.0,88.24,802.0,5904.77,0.957,0.96,-0.07917,-0.2159,517.2881699999999,1.0219401176877814,1091.9458524950494,0
349.549,110.2869374,0.101,1.18,152.0,0.0,88.24,802.0,6023.0,1.1,1.03,-0.07917,-0.13,516.1581699999999,1.0424022152994115,1091.9498752475247,0
647.424,0.868386528,0.101,1.7,152.0,0.0,88.24,802.0,4817.0,0.74,0.8,-0.07917,0.1,516.67817,0.8336794738663897,8.597886415841584,0
647.424,0.868386354,0.101,2.31,152.0,0.0,88.24,802.0,4575.0,0.687686,0.72,-0.72896,0.0,517.93796,0.7917964693665628,8.597884693069306,0
647.424,10.300667155,0.101,1.324,152.0,0.0,672.113,802.0,4792.0,0.614,0.96,-0.07917,0.0,516.3021699999999,0.8293527172031845,101.98680351485147,0
647.424,0.8683854445,0.101,2.31,152.0,0.0,88.24,802.0,4575.0,0.687686,0.72,-0.72896,0.0,517.93796,0.7917964693665628,8.597875688118812,0
769.146,11.12827427,0.101,2.31,152.0,0.0,88.24,802.0,4034.0,0.758548,0.63,-0.8624,0.0,518.0713999999999,0.698165455174801,110.18093336633663,0
769.146,11.12830596,0.101,2.31,152.0,0.0,88.24,802.0,4034.0,0.758548,0.63,-0.8624,0.0,518.0713999999999,0.698165455174801,110.18124712871287,0
769.146,11.1283214353,0.101,2.31,152.0,0.0,88.24,802.0,4034.0,0.758548,0.63,-0.8624,0.0,518.0713999999999,0.698165455174801,110.18140034950494,0
769.146,10.300667155,0.101,3.028,152.0,0.0,115.909,802.0,3640.0,0.724,0.96,-0.07917,0.0,518.00617,0.629975770162686,101.98680351485147,0
769.146,2.226491086,0.101,2.4,152.0,0.0,88.24,802.0,4094.0,0.53,0.54,-0.07917,-0.45,517.37817,0.7085496711664936,22.044466198019798,0
769.146,2.22648583,0.101,2.31,152.0,0.0,88.24,802.0,4034.0,0.758548,0.63,-0.8624,0.0,518.0713999999999,0.698165455174801,22.04441415841584,0
769.146,2.23,0.101,3.03,152.0,0.0,88.24,802.0,5620.0,0.957,0.96,-0.07917,0.0,518.00817,0.9726548978885428,22.07920792079208,0
769.146,2.2264883734,0.101,2.31,152.0,0.0,88.24,802.0,4034.0,0.758548,0.63,-0.8624,0.0,518.0713999999999,0.698165455174801,22.04443934059406,0
769.146,2.226496196,0.101,2.31,152.0,0.0,88.24,802.0,4034.0,0.758548,0.63,-0.8624,0.0,518.0713999999999,0.698165455174801,22.044516792079204,0
769.146,5.720841,0.101,2.31,152.0,0.0,88.24,802.0,4034.0,0.758548,0.63,-0.8624,0.0,518.0713999999999,0.698165455174801,56.641990099009895,0
769.146,5.72084599,0.101,2.31,152.0,0.0,88.24,802.0,4034.0,0.758548,0.63,-0.8624,0.0,518.0713999999999,0.698165455174801,56.64203950495049,0
769.146,5.720920086,0.101,2.62843782,152.0,0.0,88.24,802.0,3640.0,0.503,0.513,-0.07917,0.21,517.60660782,0.629975770162686,56.64277312871286,0
1350.32,10.300667155,0.101,1.827,152.0,0.0,2651.424,802.0,5698.0,0.969,0.96,-0.07917,0.0,516.80517,0.9861543786777431,101.98680351485147,0
1350.32,0.962864171,0.101,2.31,152.0,0.0,88.24,802.0,5425.0,1.0083,0.94,-0.10053,0.0,517.30953,0.9389061959155417,9.533308623762375,0
1350.32,0.962867382,0.101,1.61,152.0,0.0,88.24,802.0,5488.0,0.87,0.9,-0.07917,-0.07,516.58817,0.949809622706819,9.533340415841584,0
1350.32,0.9628686895,0.101,2.31,152.0,0.0,88.24,802.0,5425.0,1.0083,0.94,-0.10053,0.0,517.30953,0.9389061959155417,9.533353361386139,0
1350.32,6.46004728,0.101,2.31,152.0,0.0,88.24,802.0,5425.0,1.0083,0.94,-0.10053,0.0,517.30953,0.9389061959155417,63.960864158415845,0
1350.32,6.459980011,0.101,2.15492527,152.0,0.0,88.24,802.0,5704.0,0.804,0.897,-0.07917,-0.3,517.13309527,0.9871928002769125,63.96019812871287,0
465.417,0.92990603,0.101,2.31,152.0,0.0,88.24,802.0,6046.65,1.27918,1.125,0.29462,-0.028,516.9143799999999,1.0464953271028037,9.206990396039604,0
465.417,0.929906678,0.101,1.52,152.0,0.0,88.24,802.0,6169.0,1.4,1.18,-0.07917,0.02,516.49817,1.0676704742125303,9.206996811881188,0
465.417,10.300667155,0.101,1.289,152.0,0.0,5067.603,802.0,6063.0,1.234,0.96,-0.07917,0.0,516.26717,1.04932502596054,101.98680351485147,0
465.417,0.929906166,0.101,2.31,152.0,0.0,88.24,802.0,6046.65,1.27918,1.125,0.29462,-0.028,516.9143799999999,1.0464953271028037,9.206991742574257,0
465.417,0.9299029692,0.101,2.31,152.0,0.0,88.24,802.0,6046.65,1.27918,1.125,0.29462,-0.028,516.9143799999999,1.0464953271028037,9.206960091089108,0
481.667,4.11585514,0.101,2.31,152.0,0.0,88.24,802.0,4572.0,0.734395,0.722,-0.67302,0.0,517.8820199999999,0.7912772585669782,40.75104099009901,0
481.667,4.115844679,0.101,1.51,152.0,0.0,88.24,802.0,4776.0,0.73,0.78,-0.07917,0.05,516.48817,0.8265835929387332,40.750937415841584,0
481.667,10.300667155,0.101,1.554,152.0,0.0,98.414,802.0,4820.0,0.664,0.96,-0.07917,0.0,516.53217,0.8341986846659744,101.98680351485147,0
481.667,4.1158444531,0.101,2.31,152.0,0.0,88.24,802.0,4572.0,0.734395,0.722,-0.67302,0.0,517.8820199999999,0.7912772585669782,40.75093517920792,0
973.368,33.8789212595,0.101,2.31,152.0,0.0,88.24,802.0,5470.0,0.952053,0.96,-0.13603,0.0,517.34503,0.9466943579093112,335.4348639554455,0
973.368,33.878639,0.101,2.31,152.0,0.0,88.24,802.0,5470.0,0.952053,0.96,-0.13603,0.0,517.34503,0.9466943579093112,335.43206930693066,0
973.368,10.300667155,0.101,3.053,152.0,0.0,18.153,802.0,5533.0,0.931,0.96,-0.07917,0.0,518.03117,0.9575977847005884,101.98680351485147,0
973.368,33.87863998,0.101,2.31,152.0,0.0,88.24,802.0,5470.0,0.952053,0.96,-0.13603,0.0,517.34503,0.9466943579093112,335.432079009901,0
973.368,33.8786838,0.101,2.86,152.0,0.0,88.24,802.0,5550.0,0.91,0.93,-0.07917,0.01,517.83817,0.960539979231568,335.4325128712871,0
698.326,42.3518348657,0.101,2.31,152.0,0.0,88.24,802.0,6732.0,1.34229,1.43,0.52296,0.0,516.6860399999999,1.1651090342679127,419.325097680198,0
698.326,42.35120081,0.101,2.31,152.0,0.0,88.24,802.0,6732.0,1.34229,1.43,0.52296,0.0,516.6860399999999,1.1651090342679127,419.3188199009901,0
698.326,42.3520039,0.101,2.31,152.0,0.0,88.24,802.0,6732.0,1.34229,1.43,0.52296,0.0,516.6860399999999,1.1651090342679127,419.3267712871287,0
678.069,14.8877665,0.101,2.31,152.0,0.0,88.24,802.0,5718.08,1.06231,1.02,0.0362,-0.295,517.1727999999999,0.9896296296296296,147.40362871287127,0
678.069,14.88794229,0.101,2.31,152.0,0.0,88.24,802.0,5718.08,1.06231,1.02,0.0362,-0.295,517.1727999999999,0.9896296296296296,147.40536920792078,0
678.069,14.88801098,0.101,1.8,152.0,0.0,88.24,802.0,5885.0,1.03,1.02,-0.07917,-0.03,516.7781699999999,1.0185185185185186,147.4060493069307,0
678.069,14.8877782065,0.101,2.31,152.0,0.0,88.24,802.0,5718.08,1.06231,1.02,0.0362,-0.295,517.1727999999999,0.9896296296296296,147.40374461881188,0
813.543,4.52158614,0.101,2.31,152.0,0.0,88.24,802.0,5647.55,1.35747,1.0,0.2276,-0.094,516.9813999999999,0.977422983731395,44.7681796039604,0
813.543,4.5215813672,0.101,2.31,152.0,0.0,88.24,802.0,5647.55,1.35747,1.0,0.2276,-0.094,516.9813999999999,0.977422983731395,44.76813234851485,0
813.543,10.300667155,0.101,1.342,152.0,0.0,545.672,802.0,5597.0,1.316,0.96,-0.07917,0.0,516.32017,0.9686742817583939,101.98680351485147,0
813.543,4.52158888,0.101,0.98,152.0,0.0,88.24,802.0,5780.0,0.99,1.0,-0.07917,0.0,515.99817,1.0003461405330565,44.76820673267327,0
588.037,9.3365082017,0.101,2.31,152.0,0.0,88.24,802.0,4469.0,0.686798,0.7,-0.77081,0.0,517.9798099999999,0.7734510211145725,92.44067526435641,0
588.037,9.33655775,0.101,2.31,152.0,0.0,88.24,802.0,4469.0,0.686798,0.7,-0.77081,0.0,517.9798099999999,0.7734510211145725,92.44116584158417,0
588.037,9.33648141,0.101,2.31,152.0,0.0,88.24,802.0,4469.0,0.686798,0.7,-0.77081,0.0,517.9798099999999,0.7734510211145725,92.44040999999999,0
588.037,10.300667155,0.101,2.404,152.0,0.0,26.645,802.0,4442.0,0.652,0.96,-0.07917,0.0,517.38217,0.7687781239183108,101.98680351485147,0
588.037,9.33646594,0.101,2.17,152.0,0.0,88.24,802.0,4500.0,0.69,0.72,-0.07917,0.02,517.1481699999999,0.778816199376947,92.44025683168316,0
653.6,8.1299834141,0.101,2.31,152.0,0.0,88.24,802.0,5734.01,1.62549,1.02,0.4105,0.282,516.7985,0.992386638975424,80.49488528811881,0
653.6,8.12997425,0.101,2.31,152.0,0.0,88.24,802.0,5734.01,1.62549,1.02,0.4105,0.282,516.7985,0.992386638975424,80.49479455445544,0
653.6,10.300667155,0.101,2.381,152.0,0.0,408.58,802.0,5712.0,1.636,0.96,-0.07917,0.0,517.35917,0.9885773624091381,101.98680351485147,0
653.6,8.13000457,0.101,1.59,152.0,0.0,88.24,802.0,5730.0,1.32,1.04,-0.07917,0.15,516.56817,0.9916926272066459,80.49509475247525,0
653.6,8.12999858,0.101,2.31,152.0,0.0,88.24,802.0,5734.01,1.62549,1.02,0.4105,0.282,516.7985,0.992386638975424,80.49503544554456,0
653.6,31.5178011853,0.101,2.31,152.0,0.0,88.24,802.0,5734.01,1.62549,1.02,0.4105,0.282,516.7985,0.992386638975424,312.0574374782178,0
653.6,31.51780202,0.101,2.59,152.0,0.0,88.24,802.0,5730.0,1.32,1.04,-0.07917,0.15,517.56817,0.9916926272066459,312.05744574257426,0
653.6,31.5177783,0.101,2.31,152.0,0.0,88.24,802.0,5734.01,1.62549,1.02,0.4105,0.282,516.7985,0.992386638975424,312.0572108910891,0
653.6,31.51779463,0.101,2.31,152.0,0.0,88.24,802.0,5734.01,1.62549,1.02,0.4105,0.282,516.7985,0.992386638975424,312.05737257425744,0
1720.48,10.10762919,0.101,2.31,152.0,0.0,88.24,802.0,5470.0,1.81783,0.96,0.42575,0.0,516.78325,0.9466943579093112,100.07553653465347,0
1720.48,10.10769068,0.101,1.65,152.0,0.0,88.24,802.0,5608.0,0.94,0.97,-0.07917,0.08,516.62817,0.9705780546902042,100.07614534653464,0
1720.48,10.10773789,0.101,2.31,152.0,0.0,88.24,802.0,5470.0,1.81783,0.96,0.42575,0.0,516.78325,0.9466943579093112,100.07661277227722,0
1720.48,10.1069172473,0.101,2.31,152.0,0.0,88.24,802.0,5470.0,1.81783,0.96,0.42575,0.0,516.78325,0.9466943579093112,100.0684875970297,0
1720.48,10.300667155,0.101,3.0,152.0,0.0,322.399,802.0,5478.0,1.775,0.96,-0.07917,0.0,517.97817,0.9480789200415368,101.98680351485147,0
319.197,0.789160884,0.101,2.31,152.0,0.0,88.24,802.0,4224.0,0.655442,0.661,-0.90934,0.0,518.11834,0.731048805815161,7.8134740990099,0
319.197,0.789161653,0.101,1.05,152.0,0.0,88.24,802.0,4508.0,0.69,0.72,-0.07917,0.05,516.0281699999999,0.7802007615091727,7.813481712871286,0
319.197,0.7891614408,0.101,2.31,152.0,0.0,88.24,802.0,4224.0,0.655442,0.661,-0.90934,0.0,518.11834,0.731048805815161,7.813479611881187,0
