pl_radj,pl_massj,stellar_compatibility,orbital_stability,star_A,star_B,star_F,star_G,star_K,star_M,star_Unknown,radius_earth_scaled,mass_earth_scaled,orbital_period_scaled,semimajor_axis_scaled,eq_temp_k_scaled,density_scaled,star_temp_k_scaled,star_luminosity_scaled,star_metallicity_scaled
1.4,0.78,1.0,0.1888942177901212,0,0,0,1,0,0,0,10.701612903225804,51.849445,-0.2345903027510528,-0.2539460364672507,2.036827195467422,-0.98,0.8455017774131802,0.43687,0.0
0.14185054,,1.0,0.2128761704940121,0,0,0,1,0,0,0,-0.6693548387096772,0.0,-0.2136587663143061,-0.258944974192984,1.388101983002833,0.0,-0.189226141646158,0.0,0.0
0.13203698,,1.0,0.017467032397602,0,0,0,1,0,0,0,-0.7580645161290321,0.0,-0.3315125249107635,-0.4274091755501956,2.4107648725212463,0.0,0.1268799562482909,0.0,-1.3333333333333333
0.11865486,0.023283,0.5,1.580957743298655,0,0,0,0,0,1,0,-0.8790322580645159,-188.650555,0.5594268197580937,0.1659647324943449,-1.4560906515580736,0.0,-1.9885151763740767,-1.43205,-1.0476190476190477
0.19627119,,1.0,0.875290291975137,0,0,0,1,0,0,0,-0.1774193548387094,0.0,0.0636562347325751,0.0179961758126397,-0.3172804532577903,0.0,-0.0131255127153404,0.0,0.5714285714285715
0.90317747,0.20105188,1.0,0.1820547645413996,0,0,0,1,0,0,0,6.212660330645161,-132.150555,-0.2348390897162238,-0.2639439119187173,1.6479886685552407,-0.99,0.1542247744052502,0.39534,1.4428571428571428
0.26853468,,1.0,0.8685009141912948,0,0,0,1,0,0,0,0.475806451612903,0.0,0.0525153560051344,0.025994476173813,0.5070821529745042,0.0,0.3522012578616352,0.0,0.0
1.19704041,,1.0,0.5405345938257858,0,0,0,1,0,0,0,8.869034540322579,0.0,-0.1368863491457906,0.0,2.4505665722379604,0.0,0.1693191140278919,0.0,0.0
0.10616487,,1.0,0.1222382346359221,0,0,0,1,0,0,0,-0.9919354838709676,0.0,-0.2566041833107076,-0.3189322269017833,0.4277620396600566,0.0,-0.6300246103363413,0.0,0.2857142857142857
,,1.0,0.1248034900513595,0,0,0,1,0,0,0,0.0,0.0,-0.259409733091919,-0.3089343514503168,1.603399433427762,0.0,0.2067268252666119,0.0,-0.0952380952380952
